time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],T2M[unit="K"]
2023-01-01T00:30:00Z,-9.829679918611427,29.268728521826283,288.8821716308594
2023-01-01T01:30:00Z,-9.829679918611427,29.268728521826283,288.560791015625
2023-01-01T02:30:00Z,-9.829679918611427,29.268728521826283,288.234375
2023-01-01T03:30:00Z,-9.829679918611427,29.268728521826283,287.925537109375
2023-01-01T04:30:00Z,-9.829679918611427,29.268728521826283,289.0343017578125
2023-01-01T05:30:00Z,-9.829679918611427,29.268728521826283,291.4893798828125
2023-01-01T06:30:00Z,-9.829679918611427,29.268728521826283,294.74127197265625
2023-01-01T07:30:00Z,-9.829679918611427,29.268728521826283,296.8909606933594
2023-01-01T08:30:00Z,-9.829679918611427,29.268728521826283,298.15252685546875
2023-01-01T09:30:00Z,-9.829679918611427,29.268728521826283,298.82843017578125
2023-01-01T10:30:00Z,-9.829679918611427,29.268728521826283,299.1092529296875
2023-01-01T11:30:00Z,-9.829679918611427,29.268728521826283,299.13604736328125
2023-01-01T12:30:00Z,-9.829679918611427,29.268728521826283,298.3806457519531
2023-01-01T13:30:00Z,-9.829679918611427,29.268728521826283,297.68902587890625
2023-01-01T14:30:00Z,-9.829679918611427,29.268728521826283,296.8788146972656
2023-01-01T15:30:00Z,-9.829679918611427,29.268728521826283,295.7637023925781
2023-01-01T16:30:00Z,-9.829679918611427,29.268728521826283,293.7937927246094
2023-01-01T17:30:00Z,-9.829679918611427,29.268728521826283,292.8725280761719
2023-01-01T18:30:00Z,-9.829679918611427,29.268728521826283,292.2892761230469
2023-01-01T19:30:00Z,-9.829679918611427,29.268728521826283,291.814453125
2023-01-01T20:30:00Z,-9.829679918611427,29.268728521826283,291.3433532714844
2023-01-01T21:30:00Z,-9.829679918611427,29.268728521826283,290.7722473144531
2023-01-01T22:30:00Z,-9.829679918611427,29.268728521826283,290.26812744140625
2023-01-01T23:30:00Z,-9.829679918611427,29.268728521826283,289.86517333984375
2023-01-02T00:30:00Z,-9.829679918611427,29.268728521826283,289.50994873046875
2023-01-02T01:30:00Z,-9.829679918611427,29.268728521826283,289.13134765625
2023-01-02T02:30:00Z,-9.829679918611427,29.268728521826283,288.83636474609375
2023-01-02T03:30:00Z,-9.829679918611427,29.268728521826283,288.6263427734375
2023-01-02T04:30:00Z,-9.829679918611427,29.268728521826283,289.9794006347656
2023-01-02T05:30:00Z,-9.829679918611427,29.268728521826283,292.5137939453125
2023-01-02T06:30:00Z,-9.829679918611427,29.268728521826283,296.11810302734375
2023-01-02T07:30:00Z,-9.829679918611427,29.268728521826283,298.1092834472656
2023-01-02T08:30:00Z,-9.829679918611427,29.268728521826283,299.2613525390625
2023-01-02T09:30:00Z,-9.829679918611427,29.268728521826283,299.9593811035156
2023-01-02T10:30:00Z,-9.829679918611427,29.268728521826283,300.21856689453125
2023-01-02T11:30:00Z,-9.829679918611427,29.268728521826283,300.1035461425781
2023-01-02T12:30:00Z,-9.829679918611427,29.268728521826283,299.7530822753906
2023-01-02T13:30:00Z,-9.829679918611427,29.268728521826283,299.0156555175781
2023-01-02T14:30:00Z,-9.829679918611427,29.268728521826283,297.8097229003906
2023-01-02T15:30:00Z,-9.829679918611427,29.268728521826283,296.5516052246094
2023-01-02T16:30:00Z,-9.829679918611427,29.268728521826283,293.9342346191406
2023-01-02T17:30:00Z,-9.829679918611427,29.268728521826283,292.94927978515625
2023-01-02T18:30:00Z,-9.829679918611427,29.268728521826283,292.447998046875
2023-01-02T19:30:00Z,-9.829679918611427,29.268728521826283,291.9136962890625
2023-01-02T20:30:00Z,-9.829679918611427,29.268728521826283,291.4142150878906
2023-01-02T21:30:00Z,-9.829679918611427,29.268728521826283,290.9915771484375
2023-01-02T22:30:00Z,-9.829679918611427,29.268728521826283,290.5743408203125
2023-01-02T23:30:00Z,-9.829679918611427,29.268728521826283,290.0853576660156
2023-01-03T00:30:00Z,-9.829679918611427,29.268728521826283,289.69927978515625
2023-01-03T01:30:00Z,-9.829679918611427,29.268728521826283,289.358642578125
2023-01-03T02:30:00Z,-9.829679918611427,29.268728521826283,289.2255859375
2023-01-03T03:30:00Z,-9.829679918611427,29.268728521826283,289.0125427246094
2023-01-03T04:30:00Z,-9.829679918611427,29.268728521826283,291.05780029296875
2023-01-03T05:30:00Z,-9.829679918611427,29.268728521826283,293.05072021484375
2023-01-03T06:30:00Z,-9.829679918611427,29.268728521826283,296.2466735839844
2023-01-03T07:30:00Z,-9.829679918611427,29.268728521826283,298.2126770019531
2023-01-03T08:30:00Z,-9.829679918611427,29.268728521826283,299.14703369140625
2023-01-03T09:30:00Z,-9.829679918611427,29.268728521826283,299.6855163574219
2023-01-03T10:30:00Z,-9.829679918611427,29.268728521826283,299.95330810546875
2023-01-03T11:30:00Z,-9.829679918611427,29.268728521826283,299.96160888671875
2023-01-03T12:30:00Z,-9.829679918611427,29.268728521826283,299.7196044921875
2023-01-03T13:30:00Z,-9.829679918611427,29.268728521826283,299.25860595703125
2023-01-03T14:30:00Z,-9.829679918611427,29.268728521826283,298.4787902832031
2023-01-03T15:30:00Z,-9.829679918611427,29.268728521826283,297.0755615234375
2023-01-03T16:30:00Z,-9.829679918611427,29.268728521826283,294.5765380859375
