time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],T2M[unit="K"]
2023-01-01T00:30:00Z,-16.672270580815418,27.90591240391312,294.0852966308594
2023-01-01T01:30:00Z,-16.672270580815418,27.90591240391312,293.990478515625
2023-01-01T02:30:00Z,-16.672270580815418,27.90591240391312,294.015625
2023-01-01T03:30:00Z,-16.672270580815418,27.90591240391312,294.120849609375
2023-01-01T04:30:00Z,-16.672270580815418,27.90591240391312,294.6827392578125
2023-01-01T05:30:00Z,-16.672270580815418,27.90591240391312,295.4425048828125
2023-01-01T06:30:00Z,-16.672270580815418,27.90591240391312,296.61627197265625
2023-01-01T07:30:00Z,-16.672270580815418,27.90591240391312,297.9847106933594
2023-01-01T08:30:00Z,-16.672270580815418,27.90591240391312,299.13690185546875
2023-01-01T09:30:00Z,-16.672270580815418,27.90591240391312,300.12530517578125
2023-01-01T10:30:00Z,-16.672270580815418,27.90591240391312,300.6795654296875
2023-01-01T11:30:00Z,-16.672270580815418,27.90591240391312,300.97979736328125
2023-01-01T12:30:00Z,-16.672270580815418,27.90591240391312,301.0290832519531
2023-01-01T13:30:00Z,-16.672270580815418,27.90591240391312,300.85308837890625
2023-01-01T14:30:00Z,-16.672270580815418,27.90591240391312,300.3553771972656
2023-01-01T15:30:00Z,-16.672270580815418,27.90591240391312,299.5058898925781
2023-01-01T16:30:00Z,-16.672270580815418,27.90591240391312,298.0672302246094
2023-01-01T17:30:00Z,-16.672270580815418,27.90591240391312,297.3569030761719
2023-01-01T18:30:00Z,-16.672270580815418,27.90591240391312,297.0158386230469
2023-01-01T19:30:00Z,-16.672270580815418,27.90591240391312,296.697265625
2023-01-01T20:30:00Z,-16.672270580815418,27.90591240391312,296.3824157714844
2023-01-01T21:30:00Z,-16.672270580815418,27.90591240391312,296.0925598144531
2023-01-01T22:30:00Z,-16.672270580815418,27.90591240391312,295.87750244140625
2023-01-01T23:30:00Z,-16.672270580815418,27.90591240391312,295.75579833984375
2023-01-02T00:30:00Z,-16.672270580815418,27.90591240391312,295.58807373046875
2023-01-02T01:30:00Z,-16.672270580815418,27.90591240391312,295.10791015625
2023-01-02T02:30:00Z,-16.672270580815418,27.90591240391312,294.75042724609375
2023-01-02T03:30:00Z,-16.672270580815418,27.90591240391312,294.6341552734375
2023-01-02T04:30:00Z,-16.672270580815418,27.90591240391312,295.3934631347656
2023-01-02T05:30:00Z,-16.672270580815418,27.90591240391312,295.9591064453125
2023-01-02T06:30:00Z,-16.672270580815418,27.90591240391312,296.78997802734375
2023-01-02T07:30:00Z,-16.672270580815418,27.90591240391312,298.1092834472656
2023-01-02T08:30:00Z,-16.672270580815418,27.90591240391312,299.3004150390625
2023-01-02T09:30:00Z,-16.672270580815418,27.90591240391312,300.2250061035156
2023-01-02T10:30:00Z,-16.672270580815418,27.90591240391312,300.76544189453125
2023-01-02T11:30:00Z,-16.672270580815418,27.90591240391312,300.9785461425781
2023-01-02T12:30:00Z,-16.672270580815418,27.90591240391312,300.9718322753906
2023-01-02T13:30:00Z,-16.672270580815418,27.90591240391312,300.6094055175781
2023-01-02T14:30:00Z,-16.672270580815418,27.90591240391312,299.8644104003906
2023-01-02T15:30:00Z,-16.672270580815418,27.90591240391312,298.8562927246094
2023-01-02T16:30:00Z,-16.672270580815418,27.90591240391312,297.7701721191406
2023-01-02T17:30:00Z,-16.672270580815418,27.90591240391312,297.23052978515625
2023-01-02T18:30:00Z,-16.672270580815418,27.90591240391312,296.893310546875
2023-01-02T19:30:00Z,-16.672270580815418,27.90591240391312,296.4996337890625
2023-01-02T20:30:00Z,-16.672270580815418,27.90591240391312,296.0470275878906
2023-01-02T21:30:00Z,-16.672270580815418,27.90591240391312,295.5853271484375
2023-01-02T22:30:00Z,-16.672270580815418,27.90591240391312,295.1915283203125
2023-01-02T23:30:00Z,-16.672270580815418,27.90591240391312,294.9369201660156
2023-01-03T00:30:00Z,-16.672270580815418,27.90591240391312,294.69146728515625
2023-01-03T01:30:00Z,-16.672270580815418,27.90591240391312,294.491455078125
2023-01-03T02:30:00Z,-16.672270580815418,27.90591240391312,294.3583984375
2023-01-03T03:30:00Z,-16.672270580815418,27.90591240391312,294.3172302246094
2023-01-03T04:30:00Z,-16.672270580815418,27.90591240391312,295.15936279296875
2023-01-03T05:30:00Z,-16.672270580815418,27.90591240391312,295.87884521484375
2023-01-03T06:30:00Z,-16.672270580815418,27.90591240391312,296.5904235839844
2023-01-03T07:30:00Z,-16.672270580815418,27.90591240391312,297.4236145019531
2023-01-03T08:30:00Z,-16.672270580815418,27.90591240391312,298.22515869140625
2023-01-03T09:30:00Z,-16.672270580815418,27.90591240391312,298.9277038574219
2023-01-03T10:30:00Z,-16.672270580815418,27.90591240391312,299.53143310546875
2023-01-03T11:30:00Z,-16.672270580815418,27.90591240391312,299.97723388671875
2023-01-03T12:30:00Z,-16.672270580815418,27.90591240391312,300.2352294921875
