time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],T2M[unit="K"]
2023-01-01T00:30:00Z,-12.418539379102395,26.185362244039712,291.1165466308594
2023-01-01T01:30:00Z,-12.418539379102395,26.185362244039712,290.615478515625
2023-01-01T02:30:00Z,-12.418539379102395,26.185362244039712,290.1015625
2023-01-01T03:30:00Z,-12.418539379102395,26.185362244039712,289.675537109375
2023-01-01T04:30:00Z,-12.418539379102395,26.185362244039712,289.6983642578125
2023-01-01T05:30:00Z,-12.418539379102395,26.185362244039712,290.5128173828125
2023-01-01T06:30:00Z,-12.418539379102395,26.185362244039712,292.04595947265625
2023-01-01T07:30:00Z,-12.418539379102395,26.185362244039712,294.0003356933594
2023-01-01T08:30:00Z,-12.418539379102395,26.185362244039712,295.80877685546875
2023-01-01T09:30:00Z,-12.418539379102395,26.185362244039712,296.90655517578125
2023-01-01T10:30:00Z,-12.418539379102395,26.185362244039712,297.3514404296875
2023-01-01T11:30:00Z,-12.418539379102395,26.185362244039712,297.35479736328125
2023-01-01T12:30:00Z,-12.418539379102395,26.185362244039712,297.1540832519531
2023-01-01T13:30:00Z,-12.418539379102395,26.185362244039712,296.87652587890625
2023-01-01T14:30:00Z,-12.418539379102395,26.185362244039712,296.3319396972656
2023-01-01T15:30:00Z,-12.418539379102395,26.185362244039712,295.4902648925781
2023-01-01T16:30:00Z,-12.418539379102395,26.185362244039712,293.5906677246094
2023-01-01T17:30:00Z,-12.418539379102395,26.185362244039712,292.6303405761719
2023-01-01T18:30:00Z,-12.418539379102395,26.185362244039712,292.2111511230469
2023-01-01T19:30:00Z,-12.418539379102395,26.185362244039712,291.791015625
2023-01-01T20:30:00Z,-12.418539379102395,26.185362244039712,291.4136657714844
2023-01-01T21:30:00Z,-12.418539379102395,26.185362244039712,291.1081848144531
2023-01-01T22:30:00Z,-12.418539379102395,26.185362244039712,290.83843994140625
2023-01-01T23:30:00Z,-12.418539379102395,26.185362244039712,290.53704833984375
2023-01-02T00:30:00Z,-12.418539379102395,26.185362244039712,290.47869873046875
2023-01-02T01:30:00Z,-12.418539379102395,26.185362244039712,290.31884765625
2023-01-02T02:30:00Z,-12.418539379102395,26.185362244039712,290.21917724609375
2023-01-02T03:30:00Z,-12.418539379102395,26.185362244039712,290.2982177734375
2023-01-02T04:30:00Z,-12.418539379102395,26.185362244039712,290.9403381347656
2023-01-02T05:30:00Z,-12.418539379102395,26.185362244039712,291.5216064453125
2023-01-02T06:30:00Z,-12.418539379102395,26.185362244039712,292.28997802734375
2023-01-02T07:30:00Z,-12.418539379102395,26.185362244039712,293.4920959472656
2023-01-02T08:30:00Z,-12.418539379102395,26.185362244039712,294.6754150390625
2023-01-02T09:30:00Z,-12.418539379102395,26.185362244039712,295.4046936035156
2023-01-02T10:30:00Z,-12.418539379102395,26.185362244039712,295.82794189453125
2023-01-02T11:30:00Z,-12.418539379102395,26.185362244039712,295.8379211425781
2023-01-02T12:30:00Z,-12.418539379102395,26.185362244039712,295.7218322753906
2023-01-02T13:30:00Z,-12.418539379102395,26.185362244039712,295.5703430175781
2023-01-02T14:30:00Z,-12.418539379102395,26.185362244039712,295.1300354003906
2023-01-02T15:30:00Z,-12.418539379102395,26.185362244039712,294.1844177246094
2023-01-02T16:30:00Z,-12.418539379102395,26.185362244039712,292.7623596191406
2023-01-02T17:30:00Z,-12.418539379102395,26.185362244039712,292.15240478515625
2023-01-02T18:30:00Z,-12.418539379102395,26.185362244039712,291.877685546875
2023-01-02T19:30:00Z,-12.418539379102395,26.185362244039712,291.6168212890625
2023-01-02T20:30:00Z,-12.418539379102395,26.185362244039712,291.3829650878906
2023-01-02T21:30:00Z,-12.418539379102395,26.185362244039712,291.2181396484375
2023-01-02T22:30:00Z,-12.418539379102395,26.185362244039712,290.9649658203125
2023-01-02T23:30:00Z,-12.418539379102395,26.185362244039712,290.6869201660156
2023-01-03T00:30:00Z,-12.418539379102395,26.185362244039712,290.36334228515625
2023-01-03T01:30:00Z,-12.418539379102395,26.185362244039712,289.960205078125
2023-01-03T02:30:00Z,-12.418539379102395,26.185362244039712,289.6005859375
2023-01-03T03:30:00Z,-12.418539379102395,26.185362244039712,289.4578552246094
2023-01-03T04:30:00Z,-12.418539379102395,26.185362244039712,290.19842529296875
2023-01-03T05:30:00Z,-12.418539379102395,26.185362244039712,291.18353271484375
2023-01-03T06:30:00Z,-12.418539379102395,26.185362244039712,292.3404235839844
2023-01-03T07:30:00Z,-12.418539379102395,26.185362244039712,293.3142395019531
2023-01-03T08:30:00Z,-12.418539379102395,26.185362244039712,294.06109619140625
2023-01-03T09:30:00Z,-12.418539379102395,26.185362244039712,294.7245788574219
2023-01-03T10:30:00Z,-12.418539379102395,26.185362244039712,295.28143310546875
2023-01-03T11:30:00Z,-12.418539379102395,26.185362244039712,295.60223388671875
2023-01-03T12:30:00Z,-12.418539379102395,26.185362244039712,295.6805419921875
2023-01-03T13:30:00Z,-12.418539379102395,26.185362244039712,295.54766845703125
2023-01-03T14:30:00Z,-12.418539379102395,26.185362244039712,295.1975402832031
2023-01-03T15:30:00Z,-12.418539379102395,26.185362244039712,294.5521240234375
2023-01-03T16:30:00Z,-12.418539379102395,26.185362244039712,293.0999755859375
2023-01-03T17:30:00Z,-12.418539379102395,26.185362244039712,292.0836486816406
2023-01-03T18:30:00Z,-12.418539379102395,26.185362244039712,291.5158386230469
2023-01-03T19:30:00Z,-12.418539379102395,26.185362244039712,291.04608154296875
2023-01-03T20:30:00Z,-12.418539379102395,26.185362244039712,290.6765441894531
