Lat,Lon,Site Name,Country,VIDA_ID,Province,District,Ratio of built-up area,Number of buildings,Number of large buildings,Number of medium buildings,Number of small buildings,Number of very small structures,Population sum,Population estimate,Customer density,Distance to the road [km],Distance to nearest hub [km],Nearest regional hub,Distance to railway [km],Healthcare facilities,Education facilities,Average relative wealth index,Total points of interest,Top five dominant crops,Total crop value [$/year],Total crop yield [kg/ha],Total crop value per hectare [$/ha],Percentage of nightlight overlap [%],Has nightlight?,Distance to the nightlight [km],Distance to nearest hydropower source [km],Distance to nearest transformer [km],Distance to nearest substation [km],Distance to nearest HV lines [km],Distance to nearest MV lines [km],Potential number of connections,Estimated energy demand [kWh/day],Average demand per connection [kWh/day],Length of minimum spanning tree [km],Total cost for minimum spanning tree [$],Potential PV production [kWh/kWp],Distance to nearest solar mill [Km],Distance to nearest mini-grid site [Km],Mini-grid site status,"Fatalities within 50 km (battles,riots,violence against civilians,explosions)","Fatalities within 25 km (battles,riots,violence against civilians,explosions)",Total number of incidents within 25km,Security risk,Travelhours,GHI,geometry,mg_id,avg_diesel_price,MG_diesel_cost,VIDA_Conn_All,VIDA_Pot_Con,PUoE,SME,ResC,ResB,ResA,hybrids,HGM_lcoe,HMG_Inv,HMG_GenOpex,HMG_GenOpex_y,HMG_SGnAOpex,HMG_SGnAOpex_y,HMG_npv_cost,HMG_cap,HMG_ren_cap,HMG_dl_cap,HMG_ren_share,HMG_bat_size,HMG_fuel_usage,Est_dem_kWh_year,No_of_poles,Poles_CAPEX,Cable_CAPEX,Dist_CAPEX,TdxLC,PSLC,Transp_of_mat,LogInstCAPEX,Conn_CAPEX,Tot_CAPEX,ResAConskWh_y,ResBConskWh_y,ResCConskWh_y,ResSMEConskWh_y,ResPUoEConskWh_y,ResARev_y,ResBRev_y,ResCRev_y,ResSMERev_y,ResPUoERev_y,ResARev_y2,ResBRev_y2,ResCRev_y2,ResSMERev_y2,ResPUoERev_y2,gen_opex_y2,sgna_opex_y2,TotalRev2,TotalOpex2,CAPEX_GAP2,CAPEX_subsidy2,Total_subsidy2,ResARev_y5,ResBRev_y5,ResCRev_y5,ResSMERev_y5,ResPUoERev_y5,gen_opex_y5,sgna_opex_y5,TotalRev5,TotalOpex5,CAPEX_GAP5,CAPEX_subsidy5,Total_subsidy5,ResARev_y7,ResBRev_y7,ResCRev_y7,ResSMERev_y7,ResPUoERev_y7,gen_opex_y7,sgna_opex_y7,TotalRev7,TotalOpex7,CAPEX_GAP7,CAPEX_subsidy7,Total_subsidy7
-13.54882357,25.87943932,,Zambia,17622,North-Western,Kasempa,0.01,128,0,0,128,44,229,261,0.01,0,11.225,Kasempa,242.026,0,0,-0.31,0,"maize, sorghum, soybean, groundnut, other_pulses",32432,22994,332,0,No,4.661,0.16,5.466,10.668,4.319,5.466,128,27.776,0.217,4.023,77114.9,4.53,0.93,42.07,Reserved,"0,0,0,0","0,0,0,0",0,low,3.299669236,2010.054932,POINT (25.8794393244833 -13.548823569689),79,1,1.093844359,172,121,0,10,10,44,57,"[0.8845, 35867.99, 898.17, 181.4, 17477.91, 2178.0, 54593.45, 7.23, 6.86, 0.374, 0.986, 24.07, 39.8, 8786.84]",0.8845,35867.99,898.17,181.4,17477.91,2178,54593.45,7.23,6.86,0.374,0.986,24.07,39.8,8786.84,101,28502.2,8046,36548.2,6060,723,3267,10050,20933,103399.19,1643.594979,3003.220016,1686.300004,2453.727521,0,2383.21272,3513.767419,1112.958002,1594.922889,0,4902.268565,7227.819581,2289.354611,3280.756383,0,373.1398,4480.146,17700.19914,4853.2858,85698.99086,708.2561228,748.3659228,12631.02742,18622.96732,5898.677413,8453.091311,0,961.42,11543.4,45605.76346,12504.82,57793.42654,477.6316243,580.9772441,18043.3035,26602.73313,8426.205037,12075.16119,0,1373.3794,16489.638,65147.40286,17863.0174,38251.78714,316.1304722,463.7587152
-14.01311424,32.65443016,,Zambia,20830,Eastern,Chadiza,0.03,128,0,0,128,28,185,261,0.03,0,41.987,Chipata,36.816,0,0,,0,"maize, sunflower, soybean, groundnut, cotton",486919,19262,338,0,No,17.556,0.155,16.073,36.245,42.396,15.618,128,27.776,0.217,2.628,61073.2,4.37,8.22,16.85,Construction license,"0,0,0,0","0,0,0,0",0,low,1.466796716,1960.069183,POINT (32.6544301604427 -14.0131142418837),80,1,1.041716484,156,110,0,9,9,40,52,"[0.8886, 32521.09, 842.46, 164.2, 15889.01, 1980.0, 49662.81, 6.66, 6.21, 0.451, 0.981, 21.8, 49.08, 7955.64]",0.8886,32521.09,842.46,164.2,15889.01,1980,49662.81,6.66,6.21,0.451,0.981,21.8,49.08,7955.64,66,18625.2,5256,23881.2,3960,666,2970,7596,19030,83028.29,1499.419981,2730.200015,1517.670003,2208.354769,0,2174.158973,3194.334017,1001.662202,1435.4306,0,4472.245006,6570.745073,2060.41915,2952.680744,0,337.7594,4072.86,16056.08997,4410.6194,66972.20003,608.8381821,648.9347221,11523.04255,16929.97029,5308.809672,7607.78218,0,870.26,10494,41369.6047,11364.26,41658.6853,378.7153209,482.0267755,16460.55758,24184.30284,7583.584533,10867.64507,0,1243.1582,14990.58,59096.09003,16233.7382,23932.19997,217.5654543,365.1448924
-14.08035128,23.24086457,,Zambia,11266,North-Western,Zambezi,0.02,128,0,0,128,82,265,261,0.02,0,37.258,Lukulu,377.41,0,1,-0.51,1,"maize, cassava, tropical_fruit, groundnut, vegetables",38945,21928,393,0,No,29.933,0.091,32.903,32.642,18.064,32.903,128,27.776,0.217,3.495,71036.5,4.6,12.41,27.88,Operational,"0,0,0,0","0,0,0,0",0,low,4.347190278,2059.507574,POINT (23.2408645698518 -14.0803512779266),81,1,1.123636419,210,147,0,12,12,53,70,"[0.8829, 43222.22, 1044.66, 218.91, 21233.49, 2646.0, 65769.57, 8.58, 8.27, 0.301, 0.991, 29.05, 29.86, 10604.0]",0.8829,43222.22,1044.66,218.91,21233.49,2646,65769.57,8.58,8.27,0.301,0.991,29.05,29.86,10604,87,24551.4,6990,31541.4,5220,858,3969,10047,25431,110241.62,2018.449974,3617.515019,2023.560004,2944.473026,0,2926.752463,4232.492573,1335.549603,1913.907467,0,6020.329816,8706.237222,2747.225533,3936.907659,0,450.29787,5442.822,21410.70023,5893.11987,88830.91977,604.2919712,644.381222,15511.78805,22432.21064,7078.412896,10143.70957,0,1160.223,14023.8,55166.12116,15184.023,55075.49884,374.6632574,477.9559309,22158.4429,32044.20127,10111.44604,14490.19343,0,1657.36761,20032.866,78804.28364,21690.23361,31437.33636,213.859431,361.4120406
-15.63324615,26.5831025,,Zambia,7909,Central,Itezhi-Tezhi,0.02,128,0,0,128,12,149,261,0.02,0,91.493,Mumbwa,118.912,0,0,-0.31,0,"maize, groundnut, sweet_potato, cotton, other_pulses",215141,10933,495,0,No,16.377,1.355,18.211,19.781,6.783,18.211,128,27.776,0.217,2.826,63345,4.63,17.25,97.44,Reserved,"0,0,0,0","0,0,0,0",0,low,2.319206435,2058.358249,POINT (26.583102496305 -15.6332461490271),82,1,1.065959473,140,98,0,8,8,36,46,"[0.8816, 28918.71, 698.65, 146.4, 14155.66, 1764.0, 43944.38, 5.74, 5.53, 0.201, 0.991, 19.44, 20.03, 7095.61]",0.8816,28918.71,698.65,146.4,14155.66,1764,43944.38,5.74,5.53,0.201,0.991,19.44,20.03,7095.61,71,20036.2,5652,25688.2,4260,574,2646,7480,16954,79040.91,1326.409983,2457.180013,1349.040003,1962.982017,0,1923.294476,2874.900615,890.366402,1275.938311,0,3956.216736,5913.670566,1831.483689,2624.605106,0,301.1448,3628.548,14325.9761,3929.6928,64714.9339,660.3564684,700.4553745,10193.46072,15236.97326,4718.94193,6762.473049,0,775.92,9349.2,36911.84896,10125.12,42129.06104,429.8883779,533.205929,14561.26248,21765.87256,6740.964029,9660.128954,0,1108.3944,13355.244,52728.22802,14463.6384,26312.68198,268.4967549,416.0849019
-15.01953274,22.2458274,,Zambia,13162,Western,Sikongo,0.03,128,0,0,128,21,233,261,0.03,0.037,47.871,Kalabo,383.055,0,0,-0.41,0,"cassava, maize, pearl_millet, small_millet, rice",42047,16194,271,0,No,5.663,0.321,40.904,103.647,17.967,0.199,128,27.776,0.217,2.388,58311.6,4.69,109.19,31.56,Reserved,"0,0,0,0","0,0,0,0",0,low,2.218231363,2102.712559,POINT (22.2458273954319 -15.0195327384201),83,1,1.063087687,149,105,0,9,9,38,49,"[0.8765, 31524.41, 762.48, 159.78, 15166.78, 1890.0, 47609.51, 6.26, 6.04, 0.22, 0.993, 21.19, 18.27, 7732.63]",0.8765,31524.41,762.48,159.78,15166.78,1890,47609.51,6.26,6.04,0.22,0.993,21.19,18.27,7732.63,60,16932,4776,21708,3600,626,2835,7061,18165,78458.41,1412.914982,2593.690014,1517.670003,2208.354769,0,2048.726724,3034.617316,1001.662202,1435.4306,0,4214.230871,6242.20782,2060.41915,2952.680744,0,328.66746,3887.73,15469.53859,4216.39746,62988.87141,599.8940135,640.0501798,10858.25164,16083.47178,5308.809672,7607.78218,0,846.834,10017,39858.31527,10863.834,38600.09473,367.6199498,471.0850356,15510.91003,22975.0877,7583.584533,10867.64507,0,1209.69438,14309.19,56937.22734,15518.88438,21521.18266,204.9636444,352.7625433
-11.87583787,32.56212483,Chifunda,Zambia,17442,Muchinga,Chama,0.02,256,0,0,256,77,919,521,0.02,0,83.556,Lundazi,128.543,0,0,-0.45,0,"maize, cotton, groundnut, rice, sorghum",91725,25576,643,0,No,44.576,0,61.545,83.283,102.65,61.544,256,55.552,0.217,7.272,145322.4,4.38,0.21,61.7,Operational,"0,0,0,0","0,0,0,0",0,low,3.62676679,2007.737268,POINT (32.5621248335925 -11.8758378714273),84,1,1.103147189,333,234,0,19,19,85,111,"[0.8866, 68852.18, 1723.65, 348.12, 33800.25, 4212.0, 105060.62, 13.88, 13.16, 0.718, 0.986, 46.21, 77.33, 16868.41]",0.8866,68852.18,1723.65,348.12,33800.25,4212,105060.62,13.88,13.16,0.718,0.986,46.21,77.33,16868.41,182,51360.4,14544,65904.4,10920,1388,6318,18626,40482,193864.58,3200.68496,5801.675031,3203.970007,4662.082291,0,4640.993191,6787.959786,2114.620205,3030.353489,0,9546.522995,13962.83328,4349.773761,6233.437127,0,716.08284,8664.084,34092.56716,9380.16684,159772.0128,682.7863796,722.8725627,24597.26391,35976.18687,11207.48708,16060.87349,0,1845.036,22323.6,87841.81136,24168.636,106022.7686,453.0887549,556.3735241,35136.95945,51391.64354,16009.78957,22942.80627,0,2635.61652,31889.052,125481.1988,34524.66852,68383.38117,292.2366717,439.7779901
-9.334191914,31.88550805,,Zambia,9638,Northern,Senga Hill,0.03,353,4,2,347,196,845,719,0.03,4.472,78.625,Mbala,19.069,0,0,-0.68,0,"maize, sugarcane, other_pulses, groundnut, cassava",589706,83545,787,0,No,15.96,1.09,37.254,78.891,60.593,37.254,353,80.999,0.229,9.059,189247.5,4.45,0.01,36.14,Reserved,"0,0,0,0","0,0,0,0",0,low,2.267465805,1998.631669,POINT (31.8855080519495 -9.334191914436399),85,1,1.064487941,549,385,2,31,31,138,183,"[0.7559, 126526.82, 3926.39, 575.63, 55611.53, 6930.0, 186064.75, 33.63, 33.63, 0.0, 1.0, 95.99, 0.0, 35038.13]",0.7559,126526.82,3926.39,575.63,55611.53,6930,186064.75,33.63,33.63,0,1,95.99,0,35038.13,226,63777.2,18118,81895.2,13560,3363,10395,27318,66605,302345.02,5276.804933,9419.190051,5227.530012,7606.555317,7508.05,7651.367153,11020.45236,3450.169808,4944.260956,1801.932,15738.86223,22669.0705,7096.999294,10170.34479,3706.574124,1184.07091,14255.01,59381.85094,15439.08091,242963.1691,631.0731664,671.1746752,40552.24591,58408.3975,18285.89998,26204.58307,9550.2396,3050.839,36729,153001.3661,39779.839,149343.6539,387.9055946,491.2298518,57928.50072,83435.84481,26121.23561,37432.9997,13642.42717,4358.09473,52467.03,218561.008,56825.12473,83784.01199,217.6208104,365.2185369
-11.19824153,30.02789915,,Zambia,23121,Northern,Chilubi,0.03,295,1,3,291,52,404,601,0.03,2.244,127.034,Mansa,118.241,0,0,-0.36,0,"cassava, maize, groundnut, other_pulses, rice",90287,20451,502,0,No,5.01,0,43.241,56.728,107.012,43.083,295,66.197,0.224,7.387,156046.3,4.69,21.63,22.59,Reserved,"0,0,0,0","0,0,0,0",0,low,6.484089075,2101.304932,POINT (30.0278991458811 -11.1982415278747),88,1,1.184410964,347,243,0,20,20,88,115,"[0.8814, 71749.07, 1734.2, 363.4, 35100.26, 4374.0, 108983.08, 14.24, 13.74, 0.5, 0.993, 48.23, 42.04, 17602.52]",0.8814,71749.07,1734.2,363.4,35100.26,4374,108983.08,14.24,13.74,0.5,0.993,48.23,42.04,17602.52,185,52207,14774,66981,11100,1424,6561,19085,42039,199854.07,3316.024958,6006.440032,3372.600007,4907.455043,0,4808.236189,7027.534838,2225.916005,3189.845778,0,9890.541841,14455.63916,4578.709222,6561.512765,0,747.5138,8997.318,35486.40299,9744.8318,164367.667,676.4101523,716.5123408,25483.6518,37245.93464,11797.35483,16906.18262,0,1926.02,23182.2,91433.12389,25108.22,108420.9461,446.176733,549.5027412,36403.15619,53205.46626,16852.41007,24150.32238,0,2751.3014,33115.554,130611.3549,35866.8554,69242.7151,284.9494448,432.5496728
-10.62907983,32.29368055,,Zambia,14035,Muchinga,Chinsali,0.03,142,1,0,141,20,199,289,0.03,0,25.999,Chinsali,114.747,0,0,-0.24,0,"maize, groundnut, cassava, rice, other_pulses",93842,24237,466,0,No,5.793,2.718,70.861,24.523,15.504,70.861,142,31.697,0.223,3.488,74336,4.51,8.45,43.48,Reserved,"0,0,0,0","0,0,0,0",0,low,0.596785458,2021.734985,POINT (32.2936805489564 -10.629079832458),89,1,1.016972898,162,114,0,10,10,42,52,"[0.8763, 34728.63, 870.25, 175.76, 16466.79, 2052.0, 52360.06, 7.01, 6.64, 0.362, 0.987, 23.3, 36.07, 8506.16]",0.8763,34728.63,870.25,175.76,16466.79,2052,52360.06,7.01,6.64,0.362,0.987,23.3,36.07,8506.16,87,24551.4,6976,31527.4,5220,701,3078,8999,19722,94977.03,1499.419981,2866.710015,1686.300004,2453.727521,0,2174.158973,3354.050718,1112.958002,1594.922889,0,4472.245006,6899.282327,2289.354611,3280.756383,0,361.53832,4220.964,16941.63833,4582.50232,78035.39167,684.5209796,724.7183684,11523.04255,17776.46881,5898.677413,8453.091311,0,931.528,10875.6,43651.28008,11807.128,51325.74992,450.2258765,553.7971747,16460.55758,25393.51799,8426.205037,12075.16119,0,1330.67896,15535.692,62355.4418,16866.37096,32621.5882,286.1542825,434.1049049
-14.63617972,30.94509505,,Zambia,14427,Eastern,Nyimba,0.04,142,1,0,141,134,519,289,0.04,0,17.683,Nyimba,176.293,0,0,0.14,0,"maize, groundnut, sunflower, cotton, tropical_fruit",157913,14940,304,0,No,10.047,0.335,7.986,15.625,61.977,7.986,142,31.697,0.223,3.068,69506.8,4.27,6.73,6.72,Construction license,"0,0,0,0","0,0,0,0",0,low,2.311568721,1921.735237,POINT (30.9450950533654 -14.6361797180863),90,1,1.065742252,276,194,0,16,16,70,92,"[0.8918, 58240.27, 1501.31, 290.2, 28022.43, 3492.0, 88044.41, 12.37, 11.97, 0.399, 0.993, 38.51, 32.79, 14054.71]",0.8918,58240.27,1501.31,290.2,28022.43,3492,88044.41,12.37,11.97,0.399,0.993,38.51,32.79,14054.71,77,21729.4,6136,27865.4,4620,1237,5238,11095,33562,130762.67,2652.819966,4777.850026,2698.080006,3925.964034,0,3846.588951,5590.08453,1780.732804,2551.876622,0,7912.433473,11498.80388,3662.967378,5249.210212,0,596.9414,7183.044,28323.41494,7779.9854,102439.2551,528.0373972,568.1404147,20386.92144,29627.44801,9437.883861,13524.9461,0,1538.06,18507.6,72977.19941,20045.66,57785.47059,297.8632505,401.1913948,29122.52495,42322.52998,13481.92806,19320.25791,0,2197.1042,26437.932,104247.2409,28635.0362,26515.42911,136.6774696,284.280749
-12.36062541,33.16204457,Lundazi,Zambia,14601,Eastern,Lundazi,0.03,226,5,7,214,75,338,460,0.03,0,6.612,Lundazi,156.913,0,0,-0.22,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,0.952,0.32,0,8.158,156.371,0,226,56.488,0.25,5.725,120304.7,4.4,3.06,13.8,Construction license,"0,0,0,0","0,0,0,0",0,low,0.068280431,1976.661756,POINT (33.1620445726842 -12.3606254078378),91,1,1.001941932,301,211,2,17,17,76,99,"[0.7006, 78259.26, 2428.87, 318.6, 30478.01, 3798.0, 111166.14, 20.8, 20.8, 0.0, 1.0, 61.89, 0.0, 22588.14]",0.7006,78259.26,2428.87,318.6,30478.01,3798,111166.14,20.8,20.8,0,1,61.89,0,22588.14,143,40354.6,11450,51804.6,8580,2080,5697,16357,36503,182923.86,2854.664964,5187.380028,2866.710006,4171.336787,7508.05,4139.264198,6069.234633,1892.028604,2711.368911,1801.932,8514.466455,12484.41564,3891.902839,5577.28585,3706.574124,655.3602,7812.486,34174.64491,8467.8462,148749.2151,704.9725834,745.1045559,21938.10025,32166.94355,10027.7516,14370.25523,9550.2396,1688.58,20129.4,88053.29023,21817.98,94870.56977,449.6235534,553.0263022,31338.36924,45950.1754,14324.54856,20527.77403,13642.42717,2412.1206,28754.658,125783.2944,31166.7786,57140.56559,270.8083677,418.5182189
-12.23321292,33.18395698,Kapekesia,Zambia,19454,Eastern,Chasefu,0.04,138,0,1,137,46,211,281,0.04,0,7.459,Lundazi,171.977,0,0,-0.62,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,3.611,0.512,0.569,6.095,171.139,0,138,30.379,0.22,2.81,65576.2,4.38,2.86,25.91,Construction license,"0,0,0,0","0,0,0,0",0,low,0.046837722,1969.563643,POINT (33.1839569760561 -12.2332129185744),105,1,1.00133209,184,129,0,11,11,47,60,"[0.881, 38751.78, 970.84, 196.08, 18633.47, 2322.0, 58747.56, 7.82, 7.41, 0.404, 0.984, 26.01, 48.72, 9492.12]",0.881,38751.78,970.84,196.08,18633.47,2322,58747.56,7.82,7.41,0.404,0.984,26.01,48.72,9492.12,70,19754,5620,25374,4200,782,3483,8465,22317,94907.78,1730.099978,3207.985017,1854.930004,2699.100274,0,2508.644968,3753.34247,1224.253803,1754.415178,0,5160.2827,7720.625461,2518.290072,3608.832021,0,403.33656,4776.354,19008.03025,5179.69056,75899.74975,588.3701531,628.5227931,13295.81833,19892.71509,6488.545154,9298.400443,0,1039.224,12306.6,48975.47902,13345.824,45932.30098,356.0643487,459.5203487,18992.95105,28416.55584,9268.82554,13282.67731,0,1484.52168,17579.862,69961.00975,19064.38368,24946.77025,193.3858159,341.1717359
-16.06325872,28.84052899,Chirundu,Zambia,2811,Lusaka,Chirundu,0.01,138,0,1,137,121,511,281,0.01,0,1.357,Chirundu,78.957,0,0,-0.35,0,"sorghum, maize, soybean, cotton, groundnut",68701,8005,232,0,No,0.909,0.437,2.48,3.869,3.347,1.111,138,30.379,0.22,4.324,82984.4,4.47,11.3,39.74,Operational,"0,0,0,0","0,0,0,0",0,low,1.425030087,2021.80671,POINT (28.8405289932273 -16.0632587211878),106,1,1.040528619,259,182,0,15,15,66,86,"[0.8844, 53861.07, 1348.75, 272.4, 26289.09, 3276.0, 81976.5, 10.86, 10.3, 0.562, 0.987, 36.15, 57.2, 13194.68]",0.8844,53861.07,1348.75,272.4,26289.09,3276,81976.5,10.86,10.3,0.562,0.987,36.15,57.2,13194.68,108,30477.6,8648,39125.6,6480,1086,4914,12480,31486,136952.67,2479.809969,4504.830024,2529.450006,3680.591282,0,3595.724455,5270.651128,1669.437004,2392.384333,0,7396.405203,10841.72937,3434.031917,4921.134574,0,560.3268,6738.732,26593.30106,7299.0588,110359.3689,606.370159,646.4748777,19057.33961,27934.45098,8848.01612,12679.63697,0,1443.72,17362.8,68519.44368,18806.52,68433.22632,376.006738,479.3392655,27223.22985,39904.09969,12639.30756,18112.74179,0,2062.3404,24802.596,97879.37888,26864.9364,39073.29112,214.6884127,362.2979534
-12.28802163,26.87086604,,Zambia,13281,North-Western,Mushindano,0.02,138,0,1,137,47,326,281,0.02,0,56.049,Solwezi,70.669,0,0,-0.2,0,"maize, cassava, tropical_fruit, sugarcane, other_pulses",42204,37093,392,0,No,11.938,0.099,2.472,21.933,0,0,138,30.379,0.22,4.462,84573.4,4.45,28.83,55.33,Reserved,"0,0,0,0","0,0,0,0",0,low,0.534401399,1978.300049,POINT (26.8708660401323 -12.2880216334403),107,1,1.015198662,185,130,0,11,11,47,61,"[0.8823, 38869.96, 973.85, 196.68, 18777.92, 2340.0, 59009.02, 7.84, 7.43, 0.406, 0.985, 26.08, 47.54, 9520.95]",0.8823,38869.96,973.85,196.68,18777.92,2340,59009.02,7.84,7.43,0.406,0.985,26.08,47.54,9520.95,112,31606.4,8924,40530.4,6720,784,3510,11014,22490,112904.36,1758.934978,3207.985017,1854.930004,2699.100274,0,2550.455718,3753.34247,1224.253803,1754.415178,0,5246.287411,7720.625461,2518.290072,3608.832021,0,404.57076,4813.38,19094.03497,5217.95076,93810.32503,721.6178849,761.7559676,13517.4153,19892.71509,6488.545154,9298.400443,0,1042.404,12402,49197.07599,13444.404,63707.28401,490.0560308,593.4745231,19309.50024,28416.55584,9268.82554,13282.67731,0,1489.06428,17716.14,70277.55893,19205.20428,42626.80107,327.8984697,475.6308104
-14.46507987,30.66858571,,Zambia,17443,Eastern,Nyimba,0.03,800,2,4,794,544,2504,1629,0.03,0,17.222,Nyimba,144.813,0,0,-0.35,0,"maize, groundnut, sunflower, cotton, tropical_fruit",157913,14940,304,0,No,11.39,2.576,12.974,19.292,77.633,12.973,800,177.098,0.221,17.277,391483.5,4.23,0,17.03,Operational (no license),"0,0,0,0","0,0,0,0",0,low,2.83194321,1915.191775,POINT (30.6685857052695 -14.4650798697571),108,1,1.080541981,1344,941,3,76,76,338,448,"[0.8127, 303881.06, 9572.5, 1403.38, 135923.24, 16938.0, 449376.8, 81.98, 81.98, 0.0, 1.0, 215.66, 0.0, 78714.55]",0.8127,303881.06,9572.5,1403.38,135923.24,16938,449376.8,81.98,81.98,0,1,215.66,0,78714.55,432,121910.4,34554,156464.4,25920,8198,25407,59525,162793,682663.46,12918.07984,23070.19012,12815.88003,18648.32916,11262.075,18731.21576,26992.12245,8458.480819,12121.41396,2702.898,38530.11082,55522.79587,17399.09504,24933.74851,5559.861186,2886.75266,34841.466,141945.6114,37728.21866,540717.8486,574.6204554,614.7142053,99275.44354,143058.249,44829.94834,64243.49397,14325.3594,7437.914,89771.4,365732.4942,97209.314,316930.9658,336.8023016,440.1065673,141814.0345,204357.359,64039.15828,91771.22506,20463.64076,10624.98998,128237.598,522445.4177,138862.588,160218.0423,170.2635944,317.8327633
-12.29131835,33.25720374,,Zambia,13144,Eastern,Lundazi,0.04,163,2,3,158,33,251,332,0.04,0,7.972,Lundazi,167.809,0,0,-0.57,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,5.292,0.869,2.416,7.285,168.134,2.416,163,38.436,0.236,3.163,75655.9,4.41,3.28,27.13,Construction license,"0,0,0,0","0,0,0,0",0,low,0.592859157,1978.293877,POINT (33.2572037408174 -12.291318348683),111,1,1.016861232,196,138,0,12,12,50,64,"[0.879, 41753.76, 1046.53, 211.36, 19933.48, 2484.0, 63144.82, 8.43, 7.99, 0.436, 0.985, 28.02, 50.37, 10226.22]",0.879,41753.76,1046.53,211.36,19933.48,2484,63144.82,8.43,7.99,0.436,0.985,28.02,50.37,10226.22,79,22293.8,6326,28619.8,4740,843,3726,9309,23874,103556.56,1845.439977,3412.750018,2023.560004,2944.473026,0,2675.887966,3992.917521,1335.549603,1913.907467,0,5504.301546,8213.431342,2747.225533,3936.907659,0,434.76752,5109.588,20401.86608,5544.35552,83154.69392,602.5702458,642.7467351,14182.20622,21162.46286,7078.412896,10143.70957,0,1120.208,13165.2,52566.79155,14285.408,50989.76845,369.4910757,473.008525,20259.14779,30230.37855,10111.44604,14490.19343,0,1600.20656,18806.364,75091.16582,20406.57056,28465.39418,206.2709723,354.144672
-14.69742346,31.04782045,,Zambia,20733,Eastern,Nyimba,0.05,1415,0,1,1414,942,3099,2881,0.05,0,30.862,Nyimba,187.371,0,0,-0.47,0,"maize, groundnut, sunflower, cotton, tropical_fruit",157913,14940,304,0,No,16.826,1.933,10.857,28.795,59.918,10.548,1415,307.488,0.217,22.76,602753,4.33,13.54,5.16,Reserved,"0,0,0,0","0,0,0,0",0,low,2.7380219,1934.120917,POINT (31.0478204467309 -14.6974234569197),112,1,1.077870809,2357,1650,5,132,132,593,788,"[0.8069, 520265.57, 15731.19, 2450.42, 238335.12, 29700.0, 774331.88, 134.73, 134.73, 0.0, 1.0, 374.29, 0.0, 136615.68]",0.8069,520265.57,15731.19,2450.42,238335.12,29700,774331.88,134.73,134.73,0,1,374.29,0,136615.68,569,160571.8,45520,206091.8,34140,13473,44550,92163,285450,1103970.37,22721.97971,40475.21522,22259.16005,32389.20328,18770.125,32946.87058,47356.0018,14691.04563,21052.98213,4504.83,67771.71279,97411.29571,30219.48087,43305.98425,9266.43531,5040.51394,61092.9,247974.9089,66133.41394,855995.4611,518.7851279,558.8659849,174618.4141,250986.8096,77862.54185,111580.8053,23875.599,12987.226,157410,638924.1698,170397.226,465046.2002,281.8461819,385.117228,249440.7572,358532.2897,111225.9065,159392.1277,34106.06793,18552.12982,224858.7,912697.149,243410.8298,191273.221,115.9231642,263.4448793
-11.2677051,31.89994617,,Zambia,18860,Muchinga,Shiwang'Andu,0.02,100,0,3,97,19,237,204,0.02,0,80.209,Mpika,73.932,0,0,,1,"maize, groundnut, cassava, rice, other_pulses",93842,24237,466,0,No,7.195,0,23.185,23.163,7.387,23.157,100,22.999,0.23,2.942,57937,4.4,33.26,14.91,Operational,"0,0,0,0","0,0,0,0",0,low,1.166454719,1961.14502,POINT (31.8999461654179 -11.2677050975811),113,1,1.033174597,119,84,0,7,7,31,39,"[0.8856, 25092.71, 650.01, 126.69, 12133.42, 1512.0, 38189.13, 5.14, 4.79, 0.348, 0.981, 16.82, 37.75, 6138.49]",0.8856,25092.71,650.01,126.69,12133.42,1512,38189.13,5.14,4.79,0.348,0.981,16.82,37.75,6138.49,74,20882.8,5884,26766.8,4440,514,2268,7222,14532,73613.51,1124.564986,2115.905011,1180.410003,1717.609265,0,1630.619229,2475.608863,779.0706017,1116.446022,0,3354.183755,5092.327432,1602.548228,2296.529468,0,260.60133,3110.184,12345.58888,3370.78533,61267.92112,729.3800133,769.5084101,8642.281916,13120.72698,4129.074189,5917.163918,0,671.457,8013.6,31809.247,8685.057,41804.263,497.6697976,601.0633334,12345.41819,18742.8347,5898.343526,8452.612835,0,959.16999,11447.352,45439.20925,12406.52199,28174.30075,335.4083423,483.1050326
