Lat,Lon,Site Name,Country,VIDA_ID,Province,District,Ratio of built-up area,Number of buildings,Number of large buildings,Number of medium buildings,Number of small buildings,Number of very small structures,Population sum,Population estimate,Customer density,Distance to the road [km],Distance to nearest hub [km],Nearest regional hub,Distance to railway [km],Healthcare facilities,Education facilities,Average relative wealth index,Total points of interest,Top five dominant crops,Total crop value [$/year],Total crop yield [kg/ha],Total crop value per hectare [$/ha],Percentage of nightlight overlap [%],Has nightlight?,Distance to the nightlight [km],Distance to nearest hydropower source [km],Distance to nearest transformer [km],Distance to nearest substation [km],Distance to nearest HV lines [km],Distance to nearest MV lines [km],Potential number of connections,Estimated energy demand [kWh/day],Average demand per connection [kWh/day],Length of minimum spanning tree [km],Total cost for minimum spanning tree [$],Potential PV production [kWh/kWp],Distance to nearest solar mill [Km],Distance to nearest mini-grid site [Km],Mini-grid site status,"Fatalities within 50 km (battles,riots,violence against civilians,explosions)","Fatalities within 25 km (battles,riots,violence against civilians,explosions)",Total number of incidents within 25km,Security risk,Travelhours,GHI,geometry,mg_id,avg_diesel_price,MG_diesel_cost,VIDA_Conn_All,VIDA_Pot_Con,PUoE,SME,ResC,ResB,ResA,hybrids,HGM_lcoe,HMG_Inv,HMG_GenOpex,HMG_GenOpex_y,HMG_SGnAOpex,HMG_SGnAOpex_y,HMG_npv_cost,HMG_cap,HMG_ren_cap,HMG_dl_cap,HMG_ren_share,HMG_bat_size,HMG_fuel_usage,Est_dem_kWh_year,No_of_poles,Poles_CAPEX,Cable_CAPEX,Dist_CAPEX,TdxLC,PSLC,Transp_of_mat,LogInstCAPEX,Conn_CAPEX,Tot_CAPEX,ResAConskWh_y,ResBConskWh_y,ResCConskWh_y,ResSMEConskWh_y,ResPUoEConskWh_y,ResARev_y,ResBRev_y,ResCRev_y,ResSMERev_y,ResPUoERev_y,ResARev_y2,ResBRev_y2,ResCRev_y2,ResSMERev_y2,ResPUoERev_y2,gen_opex_y2,sgna_opex_y2,TotalRev2,TotalOpex2,CAPEX_GAP2,CAPEX_subsidy2,Total_subsidy2,ResARev_y5,ResBRev_y5,ResCRev_y5,ResSMERev_y5,ResPUoERev_y5,gen_opex_y5,sgna_opex_y5,TotalRev5,TotalOpex5,CAPEX_GAP5,CAPEX_subsidy5,Total_subsidy5,ResARev_y7,ResBRev_y7,ResCRev_y7,ResSMERev_y7,ResPUoERev_y7,gen_opex_y7,sgna_opex_y7,TotalRev7,TotalOpex7,CAPEX_GAP7,CAPEX_subsidy7,Total_subsidy7
-12.43114175,33.27847052,,Zambia,1569,Eastern,Lundazi,0.02,142,0,0,142,37,300,289,0.02,0.473,17.998,Lundazi,153.479,0,0,-0.6,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,5.253,0.964,5.576,18.794,154.754,5.576,142,30.814,0.217,3.286,72010.6,4.41,4.95,25.01,Construction license,"0,0,0,0","0,0,0,0",0,low,0.789742798,1972.811032,POINT (33.2784705198982 -12.4311417530775),229,1,1.022460708,179,126,0,11,11,46,58,"[0.8782, 38241.19, 958.39, 193.56, 18200.14, 2268.0, 57783.58, 7.72, 7.32, 0.399, 0.985, 25.66, 46.78, 9366.19]",0.8782,38241.19,958.39,193.56,18200.14,2268,57783.58,7.72,7.32,0.399,0.985,25.66,46.78,9366.19,82,23140.4,6572,29712.4,4920,772,3402,9094,21798,98845.59,1672.429979,3139.730017,1854.930004,2699.100274,0,2425.023469,3673.48412,1224.253803,1754.415178,0,4988.273276,7556.356834,2518.290072,3608.832021,0,398.15292,4665.276,18671.7522,5063.42892,80173.8378,636.3003,676.4862438,12852.62439,19469.46583,6488.545154,9298.400443,0,1025.868,12020.4,48109.03582,13046.268,50736.55418,402.6710649,506.2128745,18359.85269,27811.94827,9268.82554,13282.67731,0,1465.44276,17171.028,68723.30381,18636.47076,30122.28619,239.0657634,386.9742615
-8.387014612,29.83427561,,Zambia,11041,Northern,Kaputa,0.03,142,0,0,142,33,272,289,0.03,0,115.884,Mporokoso,235.842,0,0,,0,"maize, cassava, groundnut, rice, other_pulses",36267,18608,537,0,No,18.501,0.867,19.933,20.944,52.752,19.933,142,30.814,0.217,3.342,72658.2,4.39,5.11,5.69,Reserved,"0,0,0,0","0,0,0,0",0,low,2.454836827,1995.64824,POINT (29.8342756125069 -8.3870146120484),230,1,1.069816873,175,123,0,10,10,45,58,"[0.886, 36260.39, 907.62, 183.31, 17766.8, 2214.0, 55296.05, 7.31, 6.93, 0.378, 0.986, 24.34, 42.08, 8883.93]",0.886,36260.39,907.62,183.31,17766.8,2214,55296.05,7.31,6.93,0.378,0.986,24.34,42.08,8883.93,84,23704.8,6684,30388.8,5040,731,3321,9092,21279,97020.19,1672.429979,3071.475017,1686.300004,2453.727521,0,2425.023469,3593.625769,1112.958002,1594.922889,0,4988.273276,7392.088207,2289.354611,3280.756383,0,377.06867,4554.198,17950.47248,4931.26667,79069.71752,642.8432319,682.9348308,12852.62439,19046.21658,5898.677413,8453.091311,0,971.543,11734.2,46250.60969,12705.743,50769.58031,412.7608155,516.0595391,18359.85269,27207.3407,8426.205037,12075.16119,0,1387.84001,16762.194,66068.55961,18150.03401,30951.63039,251.6392714,399.2005235
-10.41122681,31.81611054,,Zambia,6749,Northern,Mungwi,0.02,142,0,0,142,55,364,289,0.02,0,32.048,Chinsali,66.36,0,0,-0.49,0,"cassava, maize, groundnut, rice, other_pulses",121016,19411,408,0,No,21.415,0.319,38.01,33.736,33.714,38.01,142,30.814,0.217,4.143,81869.7,4.57,17.06,19.01,Reserved,"0,0,0,0","0,0,0,0",0,low,2.583247854,2064.048237,POINT (31.8161105382121 -10.411226813903),231,1,1.073468952,197,138,0,12,12,50,64,"[0.8752, 41692.64, 1008.64, 211.36, 19933.48, 2484.0, 62873.24, 8.28, 7.99, 0.291, 0.992, 28.02, 27.68, 10226.22]",0.8752,41692.64,1008.64,211.36,19933.48,2484,62873.24,8.28,7.99,0.291,0.992,28.02,27.68,10226.22,104,29348.8,8286,37634.8,6240,828,3726,10794,23874,113995.44,1845.439977,3412.750018,2023.560004,2944.473026,0,2675.887966,3992.917521,1335.549603,1913.907467,0,5504.301546,8213.431342,2747.225533,3936.907659,0,434.76752,5109.588,20401.86608,5544.35552,93593.57392,678.2143038,718.390793,14182.20622,21162.46286,7078.412896,10143.70957,0,1120.208,13165.2,52566.79155,14285.408,61428.64845,445.1351337,548.6525829,20259.14779,30230.37855,10111.44604,14490.19343,0,1600.20656,18806.364,75091.16582,20406.57056,38904.27418,281.9150303,429.78873
-14.06293611,32.87131067,Vubwi,Zambia,9195,Eastern,Vubwi,0.04,284,0,0,284,88,712,578,0.04,0,53.671,Chipata,34.01,0,0,-0.55,0,"maize, sunflower, soybean, groundnut, cotton",486919,19262,338,0,No,0.583,0.812,1.988,50.054,55.919,1.988,284,61.628,0.217,5.371,130210.9,4.33,5.64,5.78,Reserved,"0,0,0,0","0,0,0,0",0,low,1.794989989,1945.924565,POINT (32.8713106749237 -14.0629361077229),232,1,1.051050476,372,261,0,21,21,94,125,"[0.8917, 77429.63, 1928.9, 386.24, 37700.28, 4698.0, 117230.37, 16.19, 15.93, 0.265, 0.997, 51.27, 20.34, 18714.4]",0.8917,77429.63,1928.9,386.24,37700.28,4698,117230.37,16.19,15.93,0.265,0.997,51.27,20.34,18714.4,134,37814.8,10742,48556.8,8040,1619,7047,16706,45153,187845.43,3604.374954,6415.970034,3541.230008,5152.827795,0,5226.343684,7506.68494,2337.211805,3349.338067,0,10750.58896,15441.25092,4807.644683,6889.588403,0,794.49568,9663.786,37889.07297,10458.28168,149956.357,574.5454292,614.615474,27699.62152,39785.43018,12387.22257,17751.49175,0,2047.072,24899.4,97623.76603,26946.472,90221.66397,345.6768734,448.9200612,39568.64803,56833.11168,17695.03058,25357.8385,0,2924.22304,35568.558,139454.6288,38492.78104,48390.8012,185.4053686,332.8872883
-12.480262,33.24116764,,Zambia,19463,Eastern,Lundazi,0.04,127,3,1,123,32,187,259,0.04,0,21.147,Lundazi,146.992,0,0,-0.46,0,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,0,No,11.672,2.281,12.285,22.326,148.07,12.285,127,30.641,0.241,2.702,61681.6,4.44,10.66,21.83,Construction license,"0,0,0,0","0,0,0,0",0,low,0.730376906,1982.749282,POINT (33.2411676394138 -12.4802619960846),233,1,1.02077231,159,112,0,9,9,41,53,"[0.8873, 32866.01, 822.48, 166.11, 16177.9, 2016.0, 50195.28, 6.62, 6.28, 0.343, 0.985, 22.06, 40.15, 8052.73]",0.8873,32866.01,822.48,166.11,16177.9,2016,50195.28,6.62,6.28,0.343,0.985,22.06,40.15,8052.73,68,19189.6,5404,24593.6,4080,662,3024,7766,19376,84601.61,1528.254981,2798.455015,1517.670003,2208.354769,0,2215.969722,3274.192368,1001.662202,1435.4306,0,4558.249718,6735.0137,2060.41915,2952.680744,0,341.68827,4146.912,16306.36331,4488.60027,68295.24669,609.7789883,649.8557764,11744.63953,17353.21955,5308.809672,7607.78218,0,880.383,10684.8,42014.45093,11565.183,42587.15907,380.2424917,483.5030542,16777.10677,24788.91042,7583.584533,10867.64507,0,1257.61881,15263.136,60017.24679,16520.75481,24584.36321,219.503243,367.0099824
-10.43849653,31.80263213,,Zambia,11105,Northern,Mungwi,0.04,143,0,1,142,47,408,291,0.04,0.009,31.978,Chinsali,65.188,0,0,,0,"cassava, maize, groundnut, rice, other_pulses",121016,19411,408,0,No,21.461,0,39.241,33.575,33.557,39.24,143,31.464,0.22,3.37,73216,4.59,13.71,18.27,Reserved,"0,0,0,0","0,0,0,0",0,low,2.812299489,2069.476038,POINT (31.8026321349051 -10.4384965316039),234,1,1.079983303,190,133,0,11,11,48,63,"[0.8811, 39322.95, 950.6, 199.2, 19211.26, 2394.0, 59709.37, 7.8, 7.53, 0.274, 0.992, 26.43, 25.91, 9646.88]",0.8811,39322.95,950.6,199.2,19211.26,2394,59709.37,7.8,7.53,0.274,0.992,26.43,25.91,9646.88,84,23704.8,6740,30444.8,5040,780,3591,9411,23009,102187.75,1816.604977,3276.240018,1854.930004,2699.100274,0,2634.077217,3833.200821,1224.253803,1754.415178,0,5418.296835,7884.894088,2518.290072,3608.832021,0,409.7544,4924.458,19430.31302,5334.2124,82757.43698,622.2363683,662.3432285,13960.60925,20315.96435,6488.545154,9298.400443,0,1055.76,12688.2,50063.51919,13743.96,52124.23081,391.9115098,495.2495549,19942.59861,29021.16341,9268.82554,13282.67731,0,1508.1432,18124.974,71515.26487,19633.1172,30672.48513,230.6201889,378.2376115
-9.884761492,30.44599813,Lunte,Zambia,8093,Northern,Lunte,0.02,143,0,1,142,41,396,291,0.02,0,68.178,Mporokoso,89.404,0,1,-0.03,1,"maize, cassava, other_pulses, groundnut, small_millet",74713,21053,339,0,No,29.407,2.676,45.755,58.12,36.083,44.873,143,31.464,0.22,4.528,86539,4.46,28.15,61.26,Construction license,"0,0,0,0","0,0,0,0",0,low,2.279509632,1978.665039,POINT (30.4459981322698 -9.8847614923866),235,1,1.064830474,184,129,0,11,11,47,60,"[0.8812, 38751.78, 970.84, 196.08, 18633.47, 2322.0, 58761.07, 7.82, 7.41, 0.404, 0.985, 26.01, 47.39, 9492.12]",0.8812,38751.78,970.84,196.08,18633.47,2322,58761.07,7.82,7.41,0.404,0.985,26.01,47.39,9492.12,113,31888.6,9056,40944.6,6780,782,3483,11045,22317,113058.38,1730.099978,3207.985017,1854.930004,2699.100274,0,2508.644968,3753.34247,1224.253803,1754.415178,0,5160.2827,7720.625461,2518.290072,3608.832021,0,403.33656,4776.354,19008.03025,5179.69056,94050.34975,729.0724787,769.2251187,13295.81833,19892.71509,6488.545154,9298.400443,0,1039.224,12306.6,48975.47902,13345.824,64082.90098,496.7666743,600.2226743,18992.95105,28416.55584,9268.82554,13282.67731,0,1484.52168,17579.862,69961.00975,19064.38368,43097.37025,334.0881415,481.8740615
-16.40119658,28.72866134,,Zambia,13871,Southern,Siavonga,0.01,189,0,3,186,72,726,385,0.01,0,41.607,Chirundu,93.216,0,0,-0.25,0,"sorghum, maize, soybean, cotton, groundnut",68701,8005,232,0,No,1.289,2.285,0,12.699,0.212,0,189,42.312,0.224,6.401,119162.5,4.46,27.14,77.8,Operational,"0,0,0,0","0,0,0,0",0,low,1.368324985,2011.872483,POINT (28.7286613449473 -16.401196584317),238,1,1.038915895,261,183,0,15,15,66,87,"[0.8856, 53979.26, 1351.76, 273.01, 26433.53, 3294.0, 82260.9, 10.88, 10.32, 0.563, 0.986, 36.23, 59.54, 13223.52]",0.8856,53979.26,1351.76,273.01,26433.53,3294,82260.9,10.88,10.32,0.563,0.986,36.23,59.54,13223.52,160,45152,12802,57954,9600,1088,4941,15629,31659,159221.26,2508.644968,4504.830024,2529.450006,3680.591282,0,3637.535204,5270.651128,1669.437004,2392.384333,0,7482.409915,10841.72937,3434.031917,4921.134574,0,561.58157,6775.758,26679.30578,7337.33957,132541.9542,724.2729739,764.3677256,19278.93658,27934.45098,8848.01612,12679.63697,0,1446.953,17458.2,68741.04065,18905.153,90480.21935,494.4274282,597.7342751,27539.77903,39904.09969,12639.30756,18112.74179,0,2066.95871,24938.874,98195.92807,27005.83271,61025.33193,333.4717592,481.0446155
-15.8322774,29.11128207,Chankana,Zambia,22163,Lusaka,Kafue,0.03,495,3,9,483,168,1388,1008,0.03,0,39.275,Chirundu,93.986,0,0,-0.25,0,"maize, soybean, wheat, vegetables, barley",470149,47804,577,0,No,7.573,0,9.76,28.588,14.528,9.76,495,113.961,0.23,11.498,251521.2,4.46,28.71,0,Operational,"0,0,0,0","0,0,0,0",0,low,2.797830469,2016.1977,POINT (29.1112820698996 -15.8322774027953),247,1,1.079571796,663,465,2,38,38,167,220,"[0.7749, 151716.35, 4204.0, 698.5, 67167.17, 8370.0, 223087.51, 36.01, 36.01, 0.0, 1.0, 112.28, 0.0, 40982.44]",0.7749,151716.35,4204,698.5,67167.17,8370,223087.51,36.01,36.01,0,1,112.28,0,40982.44,287,80991.4,22996,103987.4,17220,3601,12555,33376,80445,369524.75,6343.69992,11398.58506,6407.940014,9324.164582,7508.05,9198.364884,13336.34452,4229.240409,6060.706978,1801.932,18921.03657,27432.86068,8699.547522,12466.87425,3706.574124,1436.8145,17217.09,71226.89315,18653.9045,298297.8569,641.5007674,681.6166911,48751.33388,70682.62596,22414.97417,32121.74698,9550.2396,3702.05,44361,183520.9206,48063.05,186003.8294,400.0082353,503.3696331,69640.82053,100969.4644,32019.57914,45885.61253,13642.42717,5288.3435,63369.27,262157.9037,68657.6135,107366.8463,230.8964435,378.5472253
-10.01520922,31.93359363,,Zambia,6762,Northern,Mungwi,0.02,124,0,0,124,69,338,252,0.02,0,62.113,Chinsali,36.774,0,0,-0.58,0,"cassava, maize, groundnut, rice, other_pulses",121016,19411,408,0,No,32.663,0,33.064,63.926,51.462,33.064,124,26.908,0.217,3.634,71676.2,4.52,1.52,34.81,Reserved,"0,0,0,0","0,0,0,0",0,low,0.738605146,2040.950883,POINT (31.9335936298028 -10.0152092184671),259,1,1.021006326,193,136,0,11,11,49,65,"[0.8839, 39832.81, 962.61, 201.71, 19644.59, 2448.0, 60681.77, 7.9, 7.62, 0.277, 0.991, 26.77, 29.51, 9772.8]",0.8839,39832.81,962.61,201.71,19644.59,2448,60681.77,7.9,7.62,0.277,0.991,26.77,29.51,9772.8,91,25680.2,7268,32948.2,5460,790,3672,9922,23528,106231.01,1874.274976,3344.495018,1854.930004,2699.100274,0,2717.698716,3913.059171,1224.253803,1754.415178,0,5590.306258,8049.162715,2518.290072,3608.832021,0,414.91747,5035.536,19766.59107,5450.45347,86464.41893,635.7677863,675.84465,14403.80319,20739.21361,6488.545154,9298.400443,0,1069.063,12974.4,50929.9624,14043.463,55301.0476,406.62535,509.8861074,20575.69698,29625.77098,9268.82554,13282.67731,0,1527.14641,18533.808,72752.97081,20060.95441,33478.03919,246.1620529,393.6690706
-16.36027087,28.78359819,,Zambia,17286,Southern,Siavonga,0.01,124,0,0,124,83,278,252,0.01,0,35.903,Chirundu,94.274,0,0,-0.67,0,"sorghum, maize, soybean, cotton, groundnut",68701,8005,232,0,No,4.272,4.159,6.46,17.105,6.74,6.459,124,26.908,0.217,4.215,78355.7,4.46,25.93,70.69,Operational,"0,0,0,0","0,0,0,0",0,low,1.728996188,2012.974976,POINT (28.7835981923276 -16.3602708658148),260,1,1.049173577,207,145,0,12,12,53,68,"[0.8837, 43049.16, 1077.89, 217.7, 20944.6, 2610.0, 65468.87, 8.68, 8.23, 0.449, 0.986, 28.89, 47.18, 10546.33]",0.8837,43049.16,1077.89,217.7,20944.6,2610,65468.87,8.68,8.23,0.449,0.986,28.89,47.18,10546.33,105,29631,8430,38061,6300,868,3915,11083,25085,117278.16,1960.779975,3617.515019,2023.560004,2944.473026,0,2843.130964,4232.492573,1335.549603,1913.907467,0,5848.320393,8706.237222,2747.225533,3936.907659,0,447.8089,5368.77,21238.69081,5816.5789,96039.46919,662.3411668,702.4555041,15068.59411,22432.21064,7078.412896,10143.70957,0,1153.81,13833,54722.92721,14986.81,62555.23279,431.4153985,534.7727089,21525.34453,32044.20127,10111.44604,14490.19343,0,1648.2067,19760.31,78171.18527,21408.5167,39106.97473,269.703274,417.3482167
-14.35760703,23.86698216,,Zambia,14180,Western,Lukulu,0.02,124,0,0,124,57,298,252,0.02,4.733,66.736,Lukulu,313.97,0,0,-0.43,0,"cassava, maize, groundnut, rice, tropical_fruit",36540,20925,301,0,No,51.943,0,58.359,58.846,43.584,58.359,124,26.908,0.217,3.473,69821.5,4.59,59.23,10.67,Reserved,"0,0,0,0","0,0,0,0",0,low,3.876829535,2050.038209,POINT (23.8669821598798 -14.3576070312064),261,1,1.110259107,181,127,0,11,11,46,59,"[0.876, 38303.23, 926.59, 194.17, 18344.58, 2286.0, 57816.56, 7.61, 7.34, 0.267, 0.991, 25.74, 27.18, 9395.03]",0.876,38303.23,926.59,194.17,18344.58,2286,57816.56,7.61,7.34,0.267,0.991,25.74,27.18,9395.03,87,24551.4,6946,31497.4,5220,761,3429,9410,21971,101181.63,1701.264978,3139.730017,1854.930004,2699.100274,0,2466.834219,3673.48412,1224.253803,1754.415178,0,5074.277988,7556.356834,2518.290072,3608.832021,0,399.40769,4702.302,18757.75692,5101.70969,82423.87308,649.0068747,689.1778171,13074.22136,19469.46583,6488.545154,9298.400443,0,1029.101,12115.8,48330.63279,13144.901,52850.99721,416.1495843,519.6527418,18676.40187,27811.94827,9268.82554,13282.67731,0,1470.06107,17307.306,69039.85299,18777.36707,32141.77701,253.0848583,400.9381423
-14.46251604,23.83700763,,Zambia,5503,Western,Kaoma,0.02,124,0,0,124,30,290,252,0.02,2.787,63.099,Lukulu,305.162,0,0,-0.35,0,"maize, cassava, tobacco, groundnut, rice",86338,21742,492,0,No,50.774,1.172,54.862,65.187,49.375,54.773,124,26.908,0.217,3.041,64853.1,4.63,66.61,15.88,Reserved,"0,0,0,0","0,0,0,0",0,low,3.169875396,2068.94889,POINT (23.8370076313092 -14.4625160442899),262,1,1.090152953,154,108,0,9,9,39,51,"[0.8802, 32034.27, 774.49, 162.29, 15600.12, 1944.0, 48593.56, 6.36, 6.13, 0.223, 0.992, 21.53, 21.11, 7858.55]",0.8802,32034.27,774.49,162.29,15600.12,1944,48593.56,6.36,6.13,0.223,0.992,21.53,21.11,7858.55,76,21447.2,6082,27529.2,4560,636,2916,8112,18684,86359.47,1470.584981,2661.945014,1517.670003,2208.354769,0,2132.348223,3114.475667,1001.662202,1435.4306,0,4386.240295,6406.476446,2060.41915,2952.680744,0,333.83053,3998.808,15805.81664,4332.63853,70553.65336,653.2745682,693.3915916,11301.44558,16506.72103,5308.809672,7607.78218,0,860.137,10303.2,40724.75847,11163.337,45634.71153,422.5436253,525.9078568,16144.0084,23579.69527,7583.584533,10867.64507,0,1228.69759,14718.024,58174.93328,15946.72159,28184.53672,260.9679326,408.6227622
-10.29682545,29.39656328,,Zambia,9033,Luapula,Chipili,0.02,124,0,0,124,13,282,252,0.02,0,66.869,Kawambwa,198.718,0,0,-0.55,0,"cassava, maize, groundnut, tropical_fruit, other_pulses",158868,27396,527,0,No,11.687,0.147,57.514,55.841,4.717,54.434,124,26.908,0.217,3.982,75675,4.46,30.71,23.66,Construction license,"0,0,0,0","0,0,0,0",0,low,0.987265565,1991.643205,POINT (29.3965632771909 -10.296825445951),263,1,1.028078361,137,96,0,8,8,35,45,"[0.8834, 28568.64, 715.44, 144.49, 13866.77, 1728.0, 43429.32, 5.76, 5.46, 0.298, 0.985, 19.17, 33.75, 6998.52]",0.8834,28568.64,715.44,144.49,13866.77,1728,43429.32,5.76,5.46,0.298,0.985,19.17,33.75,6998.52,100,28220,7964,36184,6000,576,2592,9168,16608,90528.64,1297.574984,2388.925013,1349.040003,1962.982017,0,1881.483726,2795.042265,890.366402,1275.938311,0,3870.212025,5749.401939,1831.483689,2624.605106,0,297.21593,3554.496,14075.70276,3851.71193,76452.93724,796.3847629,836.5067622,9971.863749,14813.724,4718.94193,6762.473049,0,765.797,9158.4,36267.00273,9924.197,54261.63727,565.2253882,668.6024403,14244.71329,21161.26499,6740.964029,9660.128954,0,1093.93379,13082.688,51807.07126,14176.62179,38721.56874,403.3496743,551.022818
-16.08274062,28.69835684,Sikoongo,Zambia,6615,Lusaka,Chirundu,0.02,174,0,1,173,121,553,354,0.02,0,15.025,Chirundu,66.997,0,0,-0.33,0,"sorghum, maize, soybean, cotton, groundnut",68701,8005,232,0,No,3.859,0.122,3.497,17.828,0.17,3.497,174,38.191,0.219,5.34,103342.4,4.42,5.8,53.59,Operational,"0,0,0,0","0,0,0,0",0,low,1.093522134,1990.205336,POINT (28.6983568400771 -16.0827406249709),264,1,1.031100355,295,207,0,17,17,75,98,"[0.8854, 61160.42, 1531.48, 309.3, 29900.22, 3726.0, 93191.71, 12.33, 11.69, 0.638, 0.985, 41.05, 72.46, 14983.0]",0.8854,61160.42,1531.48,309.3,29900.22,3726,93191.71,12.33,11.69,0.638,0.985,41.05,72.46,14983,134,37814.8,10680,48494.8,8040,1233,5589,14862,35811,160328.22,2825.829964,5119.125028,2866.710006,4171.336787,0,4097.453448,5989.376282,1892.028604,2711.368911,0,8428.461743,12320.14701,3891.902839,5577.28585,0,636.2301,7664.382,30217.79744,8300.6121,130110.4226,628.552766,668.6523413,21716.50328,31743.6943,10027.7516,14370.25523,0,1639.29,19747.8,77858.2044,21387.09,82470.0156,398.4058725,501.7251478,31021.82006,45345.56783,14324.54856,20527.77403,0,2341.7103,28209.546,111219.7105,30551.2563,49108.50952,237.2391764,384.8297866
-14.04119812,23.62887743,Watopa,Zambia,10796,Western,Lukulu,0.02,250,1,5,244,32,835,509,0.02,0,57.505,Lukulu,358.535,0,1,-0.13,1,"cassava, maize, groundnut, rice, tropical_fruit",36540,20925,301,0,No,17.103,0.027,51.672,18.587,0.18,51.672,250,57.298,0.229,7.948,151650.4,4.6,19.65,35.52,Construction license,"0,0,0,0","0,0,0,0",0,low,3.038963271,2055.307367,POINT (23.6288774324995 -14.0411981155193),265,1,1.086429742,282,198,0,16,16,72,94,"[0.8835, 58073.43, 1403.09, 294.02, 28600.21, 3564.0, 88435.56, 11.52, 11.11, 0.404, 0.991, 39.04, 41.16, 14248.89]",0.8835,58073.43,1403.09,294.02,28600.21,3564,88435.56,11.52,11.11,0.404,0.991,39.04,41.16,14248.89,199,56157.8,15896,72053.8,11940,1152,5346,18438,34254,182819.23,2710.489966,4914.360026,2698.080006,3925.964034,0,3930.21045,5749.801231,1780.732804,2551.876622,0,8084.442896,11827.34113,3662.967378,5249.210212,0,604.79914,7331.148,28823.96162,7935.94714,153995.2684,777.7538807,817.8344218,20830.11539,30473.94652,9437.883861,13524.9461,0,1558.306,18889.2,74266.89187,20447.506,108552.3381,548.244132,651.5143643,29755.62332,43531.74512,13481.92806,19320.25791,0,2226.02542,26983.044,106089.5544,29209.06942,76729.6756,387.5236141,535.0441667
-12.26598423,33.18104729,Kapekesia,Zambia,12142,Eastern,Lundazi,0.03,105,4,5,96,27,223,214,0.03,0,3.658,Lundazi,168.176,0,1,-0.55,1,"maize, cotton, groundnut, soybean, sunflower",542313,23469,435,47.905,Yes,0,1.749,0,2.418,167.438,0,105,28.482,0.271,2.836,57919.8,4.39,0.78,22.59,Construction license,"0,0,0,0","0,0,0,0",0,low,0.026340641,1972.421159,POINT (33.1810472883383 -12.2659842269372),266,1,1.000749142,132,93,1,8,8,34,42,"[0.6797, 36001.45, 1164.12, 145.07, 13433.43, 1674.0, 50599.01, 9.97, 9.97, 0.0, 1.0, 29.04, 0.0, 10597.79]",0.6797,36001.45,1164.12,145.07,13433.43,1674,50599.01,9.97,9.97,0,1,29.04,0,10597.79,71,20036.2,5672,25708.2,4260,997,2511,7768,16089,85566.65,1211.069985,2320.670012,1349.040003,1962.982017,3754.025,1756.051478,2715.183915,890.366402,1275.938311,900.966,3612.19789,5585.133312,1831.483689,2624.605106,1853.287062,298.40899,3443.418,15506.70706,3741.82699,70059.94294,753.3327198,793.5674186,9307.072832,14390.47475,4718.94193,6762.473049,4775.1198,768.871,8872.2,39954.08236,9641.071,45612.56764,490.4577166,594.1251467,13295.06574,20556.65742,6740.964029,9660.128954,6821.213586,1098.32497,12673.854,57074.02972,13772.17897,28492.62028,306.372261,454.4602069
-13.09759214,22.67572763,Chavuma,Zambia,9781,North-Western,Chavuma,0.03,175,0,2,173,48,316,356,0.03,0,70.979,Zambezi,506.008,0,0,0.28,0,"maize, cassava, tropical_fruit, rice, temperate_fruit",33766,16129,360,27.834,Yes,0,0.442,158.583,7.192,7.197,158.582,175,38.841,0.222,4.038,88611.6,4.54,13.43,57.76,Construction license,"0,0,0,0","0,0,0,0",0,low,4.34616106,2040.483819,POINT (22.6757276305516 -13.0975921414727),267,1,1.123607147,223,157,0,13,13,57,74,"[0.8812, 46493.62, 1123.81, 235.5, 22677.95, 2826.0, 70606.0, 9.23, 8.9, 0.324, 0.991, 31.25, 34.45, 11406.36]",0.8812,46493.62,1123.81,235.5,22677.95,2826,70606,9.23,8.9,0.324,0.991,31.25,34.45,11406.36,101,28502.2,8076,36578.2,6060,923,4239,11222,27161,121454.82,2133.789973,3890.535021,2192.190005,3189.845778,0,3093.995461,4551.925974,1446.845403,2073.399756,0,6364.348663,9363.311729,2976.160994,4264.983297,0,484.4235,5813.082,22968.80468,6297.5055,98486.01532,627.2994606,667.4109606,16398.17594,24125.20766,7668.280637,10989.0187,0,1248.15,14977.8,59180.68295,16225.95,62274.13705,396.6505545,500.0005545,23424.63963,34462.63155,10954.06655,15697.70955,0,1782.9705,21395.646,84539.04728,23178.6165,36915.77272,235.1323103,382.7668103
