Step,Res_BundleA,Res_BundleB,Res_BundleC,SME,PUE
1957,4.85E-05,0,0,0,0
1958,0.025745328,0,0,0,0
1959,0.017268441,0,0,0,0
1960,0.014617193,0,0,0,0
1961,0.067196849,0,0,0,0
1962,0.001729695,0,0,0,0
1963,0.002413472,0,0,0,0
1964,0.02286882,0,0,0,0
1965,0.000530337,0,0,0,0
1966,0.004126381,0,0,0,0
1967,0.01926356,0,0,0,0
1968,0.019885584,0,0,0,0
1969,0.000662132,0,0,0,0
1970,0.001214517,0,0,0,0
1971,0.008143088,0,0,0,0
1972,0.001888684,0,0,0,0
1973,0.001976651,0,0,0,0
1974,0.003587947,0,0,0,0
1975,0.040153611,0,0,0,0
1976,0.002291947,0,0,0,0
1977,0.000693067,0,0,0,0
1978,0,0,0,0,0
1979,5.77E-05,0,0,0,0
1980,0.006890428,0,0,0,0
1981,0.000596228,0,0,0,0
1982,0.006194424,0,0,0,0
1983,0.004679115,0,0,0,0
1984,0.001483474,0,0,0,0
1985,0.003892427,0,0,0,0
1986,0.001499644,0,0,0,0
1987,0.00076602,0,0,0,0
1988,0.000358103,0,0,0,0
1989,0.022167021,0,0,0,0
1990,0.046426046,0,0,0,0
1991,0.021246742,0,0,0,0
1992,0.004346586,0,0,0,0
1993,0.004889592,0,0,0,0
1994,0.026635775,0,0,0,0
1995,0.004187586,0,0,0,0
1996,0.013437182,0,0,0,0
1997,0.017401945,0,0,0,0
1998,0.017638249,0,0,0,0
1999,0.002875626,0,0,0,0
2000,0.036274852,0,0,0,0
2001,0.033741068,0,0,0,0
2002,0.000775157,0,0,0,0
2003,0.002198135,0,0,0,0
2004,0.027187529,0,0,0,0
2005,0.004526605,0,0,0,0
2006,0.016663967,0,0,0,0
2007,0.001517064,0,0,0,0
2008,0.003686687,0,0,0,0
2009,0.027371255,0,0,0,0
2010,0.021155142,0,0,0,0
2011,0.027870868,0,0,0,0
2012,0.023632877,0,0,0,0
2013,0.001649569,0,0,0,0
2014,0.004008347,0,0,0,0
2015,0.001242117,0,0,0,0
2016,0.018142273,0,0,0,0
2017,0.002224514,0,0,0,0
2018,0.014786967,0,0,0,0
2019,0.002451624,0,0,0,0
2020,0.005205359,0,0,0,0
2021,0.002179541,0,0,0,0
2022,0.000505923,0,0,0,0
2023,0.003025284,0,0,0,0
2024,0.000423625,0,0,0,0
2025,0.003276182,0,0,0,0
2026,0.00644226,0,0,0,0
2027,0.010974182,0,0,0,0
2028,0.000431586,0,0,0,0
2029,0.000487976,0,0,0,0
2030,0.021624256,0,0,0,0
2031,0,0,0,0,0
2032,0,0,0,0,0
2033,0.007195634,0,0,0,0
2034,0.000768393,0,0,0,0
2035,0.005594862,0,0,0,0
2036,0.019703417,0,0,0,0
2037,0.044634902,0,0,0,0
2038,0.006424652,0,0,0,0
2039,0.003545647,0,0,0,0
2040,0.001721143,0,0,0,0
2041,0.004471582,0,0,0,0
2042,0.027669396,0,0,0,0
2043,0.004510685,0,0,0,0
2044,0.034505512,0,0,0,0
2045,0.015770501,0,0,0,0
2046,0.04028686,0,0,0,0
2047,0.075884594,0,0,0,0
2048,0.001997837,0,0,0,0
2049,0.050121541,0,0,0,0
2050,0.023070498,0,0,0,0
2051,0.025354962,0,0,0,0
2052,0.04992584,0,0,0,0
2053,0.002072697,0,0,0,0
2054,0.036800415,0,0,0,0
2055,0.005472677,0,0,0,0
2056,0.006806038,0,0,0,0
2057,0.016114277,0,0,0,0
2058,0.000221899,0,0,0,0
2059,0.021393335,0,0,0,0
2060,0.001724314,0,0,0,0
2061,0.048053493,0,0,0,0
2062,0.034348044,0,0,0,0
2063,0.017668558,0,0,0,0
2064,0.003629007,0,0,0,0
2065,0.000565649,0,0,0,0
2066,0.031989525,0,0,0,0
2067,0.005198756,0,0,0,0
2068,0.047397694,0,0,0,0
2069,0.022578233,0,0,0,0
2070,0.022644654,0,0,0,0
2071,0.001009124,0,0,0,0
2072,0.000945021,0,0,0,0
2073,0.015498793,0,0,0,0
2074,0.005380487,0,0,0,0
2075,0.029835671,0,0,0,0
2076,0.039919441,0,0,0,0
2077,0.036079244,0,0,0,0
2078,0.013624069,0,0,0,0
2079,0.021981043,0,0,0,0
2080,0.027210986,0,0,0,0
2081,0,0,0,0,0
2082,0.000124964,0,0,0,0
2083,0.00057744,0,0,0,0
2084,0.000520882,0,0,0,0
2085,0.004066587,0,0,0,0
2086,0.001288097,0,0,0,0
2087,0.025441785,0,0,0,0
2088,0.025240825,0,0,0,0
2089,0.004937372,0,0,0,0
2090,0.030343761,0,0,0,0
2091,0.000411555,0,0,0,0
2092,0.009828587,0,0,0,0
2093,0.002002094,0,0,0,0
2094,0.003934276,0,0,0,0
2095,0.002410596,0,0,0,0
2096,0.001206059,0,0,0,0
2097,0.006669418,0,0,0,0
2098,0.005888994,0,0,0,0
2099,0.030034887,0,0,0,0
2100,0.002261191,0,0,0,0
2101,0.037571814,0,0,0,0
2102,0.002330523,0,0,0,0
2103,0.00015985,0,0,0,0
2104,0.02878331,0,0,0,0
2105,0,0,0,0,0
2106,0.000464224,0,0,0,0
2107,0.000345424,0,0,0,0
2108,1.11E-05,0,0,0,0
2109,0.003672461,0,0,0,0
2110,0.001061294,0,0,0,0
2111,0.027582926,0,0,0,0
2112,0.017591808,0,0,0,0
2113,0.026599991,0,0,0,0
2114,0.004652435,0,0,0,0
2115,0.004082552,0,0,0,0
2116,0.046573131,0,0,0,0
2117,1.97E-05,0,0,0,0
2118,9.13E-06,0,0,0,0
2119,0.029996999,0,0,0,0
2120,0,0,0,0,0
2121,0,0,0,0,0
2122,0.00144278,0,0,0,0
2123,0.035193555,0,0,0,0
2124,0,0,0,0,0
2125,0,0,0,0,0
2126,0.030309232,0,0,0,0
2127,0.000148753,0,0,0,0
2128,0.017876224,0,0,0,0
2129,0.02878761,0,0,0,0
2130,6.64E-05,0,0,0,0
2131,0.000535019,0,0,0,0
2132,0.00555738,0,0,0,0
2133,0.000932852,0,0,0,0
2134,0.002629909,0,0,0,0
2135,0.011032633,0,0,0,0
2136,0.005971649,0,0,0,0
2137,0.003952534,0,0,0,0
2138,0.001138815,0,0,0,0
2139,0.001364138,0,0,0,0
2140,0.00298899,0,0,0,0
2141,0.005369237,0,0,0,0
2142,0.013348183,0,0,0,0
2143,0.011383189,0,0,0,0
2144,0.000115427,0,0,0,0
2145,0.003749216,0,0,0,0
2146,0.000329523,0,0,0,0
2147,0.004660141,0,0,0,0
2148,0.000975022,0,0,0,0
2149,0.000229727,0,0,0,0
2150,0.015465482,0,0,0,0
2151,0.009891691,0,0,0,0
2152,0.006896677,0,0,0,0
2153,0.004227233,0,0,0,0
2154,0.002019572,0,0,0,0
2155,0.000762738,0,0,0,0
2156,0.000812746,0,0,0,0
2157,0.020084374,0,0,0,0
2158,0.02068879,0,0,0,0
2159,0.037886784,0,0,0,0
2160,0.007822078,0,0,0,0
2161,0.029187942,0,0,0,0
2162,0.004412909,0,0,0,0
2163,0.004187586,0,0,0,0
2164,0.007433482,0,0,0,0
2165,0.015880929,0,0,0,0
2166,0.03127784,0,0,0,0
2167,0.001517213,0,0,0,0
2168,0.034699637,0,0,0,0
2169,0.016478653,0,0,0,0
2170,0.003279724,0,0,0,0
2171,0.026597037,0,0,0,0
2172,0.027164699,0,0,0,0
2173,0.031062011,0,0,0,0
2174,0.028697198,0,0,0,0
2175,0.039139921,0,0,0,0
2176,0.014562917,0,0,0,0
2177,0.014583457,0,0,0,0
2178,0.014513329,0,0,0,0
2179,0.021247446,0,0,0,0
2180,0.049340825,0,0,0,0
2181,0.001633824,0,0,0,0
2182,0.001905084,0,0,0,0
2183,0.001242117,0,0,0,0
2184,0.018439992,0,0,0,0
2185,0.01327902,0,0,0,0
2186,0.002477127,0,0,0,0
2187,0.002451624,0,0,0,0
2188,0.003633903,0,0,0,0
2189,0.001129752,0,0,0,0
2190,0.00385752,0,0,0,0
2191,0.001357169,0,0,0,0
2192,0.000125145,0,0,0,0
2193,0.001721895,0,0,0,0
2194,0.00857853,0,0,0,0
2195,0.000671726,0,0,0,0
2196,3.93E-05,0,0,0,0
2197,0.000287302,0,0,0,0
2198,0.023492136,0,0,0,0
2199,0.015261154,0,0,0,0
2200,0.020131289,0,0,0,0
2201,0.008173802,0,0,0,0
2202,0.026056866,0,0,0,0
2203,0.031736157,0,0,0,0
2204,0.031067714,0,0,0,0
2205,0.006963448,0,0,0,0
2206,0.00519659,0,0,0,0
2207,0.003039654,0,0,0,0
2208,0.006484766,0,0,0,0
2209,0.026692674,0,0,0,0
2210,0.004635204,0,0,0,0
2211,0.004510685,0,0,0,0
2212,0.00517541,0,0,0,0
2213,0.067406577,0,0,0,0
2214,0.037603704,0,0,0,0
2215,0.037334304,0,0,0,0
2216,0.018595563,0,0,0,0
2217,0.029015456,0,0,0,0
2218,0.029467599,0,0,0,0
2219,0.004626626,0,0,0,0
2220,0.006680472,0,0,0,0
2221,0.000558887,0,0,0,0
2222,0.022018503,0,0,0,0
2223,0.009885686,0,0,0,0
2224,0.000240538,0,0,0,0
2225,0.002247734,0,0,0,0
2226,0,0,0,0,0
2227,0.005965761,0,0,0,0
2228,0.002548131,0,0,0,0
2229,0.006586282,0,0,0,0
2230,0.030088532,0,0,0,0
2231,0.018982296,0,0,0,0
2232,0.00357129,0,0,0,0
2233,0.000565649,0,0,0,0
2234,0.005358916,0,0,0,0
2235,0.005198756,0,0,0,0
2236,0.052071352,0,0,0,0
2237,0.036136607,0,0,0,0
2238,0.023244514,0,0,0,0
2239,0.000200156,0,0,0,0
2240,0.00140401,0,0,0,0
2241,0.017331856,0,0,0,0
2242,0.028634057,0,0,0,0
2243,0.006768155,0,0,0,0
2244,0.019841204,0,0,0,0
2245,0.017932507,0,0,0,0
2246,0.020372698,0,0,0,0
2247,0.035554535,0,0,0,0
2248,0.001202517,0,0,0,0
2249,0,0,0,0,0
2250,0.000924009,0,0,0,0
2251,0.002553183,0,0,0,0
2252,0.004406913,0,0,0,0
2253,0.003151941,0,0,0,0
2254,0.000959048,0,0,0,0
2255,0.025441785,0,0,0,0
2256,0.044070332,0,0,0,0
2257,0.004937372,0,0,0,0
2258,0.005083216,0,0,0,0
2259,0.000411555,0,0,0,0
2260,0.006132984,0,0,0,0
2261,0.006080275,0,0,0,0
2262,0.001226496,0,0,0,0
2263,0.001839656,0,0,0,0
2264,0.005561901,0,0,0,0
2265,0.001162256,0,0,0,0
2266,0.039513409,0,0,0,0
2267,0.015720277,0,0,0,0
2268,0,0,0,0,0
2269,0,0,0,0,0
2270,0.002315812,0,0,0,0
2271,0.002776657,0,0,0,0
2272,0,0,0,0,0
2273,0,0,0,0,0
2274,0.001587054,0,0,0,0
2275,0.001573069,0,0,0,0
2276,1.12E-05,0,0,0,0
2277,0.00049556,0,0,0,0
2278,0.000565568,0,0,0,0
2279,0.006182298,0,0,0,0
2280,0.029723998,0,0,0,0
2281,0.004456056,0,0,0,0
2282,0.004652435,0,0,0,0
2283,0.004082552,0,0,0,0
2284,0.042225745,0,0,0,0
2285,5.09E-05,0,0,0,0
2286,3.07E-06,0,0,0,0
2287,0.050076235,0,0,0,0
2288,0.002638493,0,0,0,0
2289,0.006419185,0,0,0,0
2290,0.00273647,0,0,0,0
2291,0.003794996,0,0,0,0
2292,0.00204004,0,0,0,0
2293,0.000727681,0,0,0,0
2294,0.047107451,0,0,0,0
2295,0.000863938,0,0,0,0
2296,0.005146797,0,0,0,0
2297,0.01428791,0,0,0,0
2298,0.001176763,0,0,0,0
2299,0.004003559,0,0,0,0
2300,0.021231858,0,0,0,0
2301,0.000492375,0,0,0,0
2302,0.002380758,0,0,0,0
2303,0.024273562,0,0,0,0
2304,0.051231473,0,0,0,0
2305,0.000662132,0,0,0,0
2306,0.001138815,0,0,0,0
2307,0.001364138,0,0,0,0
2308,0.001588487,0,0,0,0
2309,0.02635573,0,0,0,0
2310,0.003472507,0,0,0,0
2311,0.041777431,0,0,0,0
2312,0.000530501,0,0,0,0
2313,0.003025736,0,0,0,0
2314,0.004393333,0,0,0,0
2315,0.002887264,0,0,0,0
2316,0.002530547,0,0,0,0
2317,0.000609969,0,0,0,0
2318,0.02765817,0,0,0,0
2319,0.007413993,0,0,0,0
2320,0,0,0,0,0
2321,0,0,0,0,0
2322,0.000634303,0,0,0,0
2323,0.001401959,0,0,0,0
2324,0.000134098,0,0,0,0
2325,0.008688817,0,0,0,0
2326,0.021895762,0,0,0,0
2327,0.027645641,0,0,0,0
2328,0.009500246,0,0,0,0
2329,0.004889592,0,0,0,0
2330,0.004412909,0,0,0,0
2331,0.004187586,0,0,0,0
2332,0.055143482,0,0,0,0
2333,0.010424193,0,0,0,0
2334,0.012530969,0,0,0,0
2335,0.00049882,0,0,0,0
2336,0.045227818,0,0,0,0
2337,0.025509836,0,0,0,0
2338,0.012276543,0,0,0,0
2339,0.014617934,0,0,0,0
2340,0.001882768,0,0,0,0
2341,0.002508195,0,0,0,0
2342,0.037503475,0,0,0,0
2343,0.023698664,0,0,0,0
2344,0.029610032,0,0,0,0
2345,0.028541424,0,0,0,0
2346,0.000334486,0,0,0,0
2347,0.031968305,0,0,0,0
2348,0.005459927,0,0,0,0
2349,0.000381102,0,0,0,0
2350,0.000518347,0,0,0,0
2351,0.000378063,0,0,0,0
2352,0.026735174,0,0,0,0
2353,0.002224514,0,0,0,0
2354,0.002477127,0,0,0,0
2355,0.002614594,0,0,0,0
2356,0.012472146,0,0,0,0
2357,0.004238639,0,0,0,0
2358,0.000800663,0,0,0,0
2359,0.000530509,0,0,0,0
2360,0.000214129,0,0,0,0
2361,0.012747296,0,0,0,0
2362,0.001203007,0,0,0,0
2363,0.002014,0,0,0,0
2364,2.20E-05,0,0,0,0
2365,0.000196229,0,0,0,0
2366,0.031682091,0,0,0,0
2367,0.008859037,0,0,0,0
2368,0.009901046,0,0,0,0
2369,0.004176466,0,0,0,0
2370,0.013620797,0,0,0,0
2371,0.041945504,0,0,0,0
2372,0.035877729,0,0,0,0
2373,0.036772927,0,0,0,0
2374,0.051612782,0,0,0,0
2375,0.027418256,0,0,0,0
2376,0.010903737,0,0,0,0
2377,0.004471582,0,0,0,0
2378,0.004635204,0,0,0,0
2379,0.00481053,0,0,0,0
2380,0.052373244,0,0,0,0
2381,0.015156935,0,0,0,0
2382,0.03389866,0,0,0,0
2383,0.013625256,0,0,0,0
2384,0.026192898,0,0,0,0
2385,0.027586886,0,0,0,0
2386,0.022735333,0,0,0,0
2387,0.025003478,0,0,0,0
2388,0.023932795,0,0,0,0
2389,0.002030361,0,0,0,0
2390,0.04438553,0,0,0,0
2391,0.005239938,0,0,0,0
2392,0.000118947,0,0,0,0
2393,0.000336449,0,0,0,0
2394,0.000387424,0,0,0,0
2395,0.005507608,0,0,0,0
2396,0.000425674,0,0,0,0
2397,0.005327326,0,0,0,0
2398,0.005546748,0,0,0,0
2399,0.025912291,0,0,0,0
2400,0.001481985,0,0,0,0
2401,0.000565649,0,0,0,0
2402,0.005358916,0,0,0,0
2403,0.00554434,0,0,0,0
2404,0.042038275,0,0,0,0
2405,0.047778826,0,0,0,0
2406,0.006679527,0,0,0,0
2407,0.000793514,0,0,0,0
2408,0.000921112,0,0,0,0
2409,0.052631919,0,0,0,0
2410,0.01345384,0,0,0,0
2411,0.01405472,0,0,0,0
2412,0.017699342,0,0,0,0
2413,0.040199546,0,0,0,0
2414,0.008163912,0,0,0,0
2415,0.012702407,0,0,0,0
2416,0.01579371,0,0,0,0
2417,0.000350766,0,0,0,0
2418,0.000586466,0,0,0,0
2419,0.000388685,0,0,0,0
2420,0.000580239,0,0,0,0
2421,0.000787749,0,0,0,0
2422,0.000332117,0,0,0,0
2423,0.033459707,0,0,0,0
2424,0.009093809,0,0,0,0
2425,0.004937372,0,0,0,0
2426,0.005083216,0,0,0,0
2427,0.000438913,0,0,0,0
2428,0.02244248,0,0,0,0
2429,0.001472443,0,0,0,0
2430,0.005048529,0,0,0,0
2431,0.002186613,0,0,0,0
2432,0.00601524,0,0,0,0
2433,0.003793493,0,0,0,0
2434,0.021472259,0,0,0,0
2435,0.022334261,0,0,0,0
2436,0.001557986,0,0,0,0
2437,0.051468029,0,0,0,0
2438,0.020568437,0,0,0,0
2439,0.002632877,0,0,0,0
2440,0.020604216,0,0,0,0
2441,0.019470787,0,0,0,0
2442,0.002820644,0,0,0,0
2443,0.000603128,0,0,0,0
2444,4.48E-05,0,0,0,0
2445,0.001623694,0,0,0,0
2446,0.001853075,0,0,0,0
2447,0.047807309,0,0,0,0
2448,0.017591808,0,0,0,0
2449,0.004456056,0,0,0,0
2450,0.004652435,0,0,0,0
2451,0.024641784,0,0,0,0
2452,0.034313035,0,0,0,0
2453,9.75E-06,0,0,0,0
2454,3.84E-06,0,0,0,0
2455,0.006535588,0,0,0,0
2456,0.004707134,0,0,0,0
2457,0.020552258,0,0,0,0
2458,0.000645393,0,0,0,0
2459,0.00591495,0,0,0,0
2460,0.00046768,0,0,0,0
2461,0.000756756,0,0,0,0
2462,0.006261157,0,0,0,0
2463,0.000372506,0,0,0,0
2464,0.004782651,0,0,0,0
2465,0.0161445,0,0,0,0
2466,0.002561213,0,0,0,0
2467,0.001116769,0,0,0,0
2468,0.0222331,0,0,0,0
2469,0.00068965,0,0,0,0
2470,0.00401631,0,0,0,0
2471,0.064259577,0,0,0,0
2472,0.020737788,0,0,0,0
2473,0.000662132,0,0,0,0
2474,0.001138815,0,0,0,0
2475,0.008233769,0,0,0,0
2476,0.00337483,0,0,0,0
2477,0.002512456,0,0,0,0
2478,0.00591205,0,0,0,0
2479,0.030118486,0,0,0,0
2480,0.002269517,0,0,0,0
2481,0.003401723,0,0,0,0
2482,0.002479863,0,0,0,0
2483,0.001820248,0,0,0,0
2484,0.001277677,0,0,0,0
2485,0.001314536,0,0,0,0
2486,0.003342314,0,0,0,0
2487,0.000356263,0,0,0,0
2488,0.001644148,0,0,0,0
2489,0.001512017,0,0,0,0
2490,0.004169929,0,0,0,0
2491,0.000795426,0,0,0,0
2492,0.00037185,0,0,0,0
2493,0.020945097,0,0,0,0
2494,0.048337435,0,0,0,0
2495,0.023576082,0,0,0,0
2496,0.004823115,0,0,0,0
2497,0.004889592,0,0,0,0
2498,0.004412909,0,0,0,0
2499,0.024997388,0,0,0,0
2500,0.006249826,0,0,0,0
2501,0.025630573,0,0,0,0
2502,0.012451533,0,0,0,0
2503,0.000326914,0,0,0,0
2504,0.035003747,0,0,0,0
2505,0.037345823,0,0,0,0
2506,0.003702858,0,0,0,0
2507,0.004098789,0,0,0,0
2508,0.014260541,0,0,0,0
2509,0.042868008,0,0,0,0
2510,0.010385209,0,0,0,0
2511,0.011987972,0,0,0,0
2512,0.014898546,0,0,0,0
2513,0.039709297,0,0,0,0
2514,0.016857857,0,0,0,0
2515,0.023386743,0,0,0,0
2516,0.02220825,0,0,0,0
2517,0.001633824,0,0,0,0
2518,0.004246442,0,0,0,0
2519,0.001333948,0,0,0,0
2520,0.018142273,0,0,0,0
2521,0.002224514,0,0,0,0
2522,0.002641792,0,0,0,0
2523,0.01463473,0,0,0,0
2524,0.006108388,0,0,0,0
2525,0.001129721,0,0,0,0
2526,0.000511691,0,0,0,0
2527,0.002870647,0,0,0,0
2528,0.000322081,0,0,0,0
2529,0.000454643,0,0,0,0
2530,0.003189856,0,0,0,0
2531,0.005964486,0,0,0,0
2532,0.000466805,0,0,0,0
2533,0.000745242,0,0,0,0
2534,0.009600426,0,0,0,0
2535,0.000637714,0,0,0,0
2536,0.002506507,0,0,0,0
2537,0.007838684,0,0,0,0
2538,0.014737142,0,0,0,0
2539,0.019825686,0,0,0,0
2540,0.004844111,0,0,0,0
2541,0.004822,0,0,0,0
2542,0.037879878,0,0,0,0
2543,0.007051902,0,0,0,0
2544,0.001721143,0,0,0,0
2545,0.004471582,0,0,0,0
2546,0.004943326,0,0,0,0
2547,0.026926096,0,0,0,0
2548,0.026042679,0,0,0,0
2549,0.033190058,0,0,0,0
2550,0.022025739,0,0,0,0
2551,0.060890297,0,0,0,0
2552,0.01514389,0,0,0,0
2553,0.042827441,0,0,0,0
2554,0.014542793,0,0,0,0
2555,0.015602349,0,0,0,0
2556,0.028736576,0,0,0,0
2557,0.000300006,0,0,0,0
2558,0.00790765,0,0,0,0
2559,0.001684406,0,0,0,0
2560,0.001598246,0,0,0,0
2561,0.025151787,0,0,0,0
2562,1.28E-05,0,0,0,0
2563,0.006516465,0,0,0,0
2564,0.000503646,0,0,0,0
2565,0.024481338,0,0,0,0
2566,0.045482499,0,0,0,0
2567,0.004223086,0,0,0,0
2568,0.000867394,0,0,0,0
2569,0.000565649,0,0,0,0
2570,0.032345755,0,0,0,0
2571,0.005198756,0,0,0,0
2572,0.010293323,0,0,0,0
2573,0.035559803,0,0,0,0
2574,0.009048166,0,0,0,0
2575,0.000911837,0,0,0,0
2576,0.000907696,0,0,0,0
2577,0.01558369,0,0,0,0
2578,0.014928697,0,0,0,0
2579,0.016989476,0,0,0,0
2580,0.045497635,0,0,0,0
2581,0.017237447,0,0,0,0
2582,0.020818156,0,0,0,0
2583,0.014402655,0,0,0,0
2584,0.001566512,0,0,0,0
2585,0.026222076,0,0,0,0
2586,0.000330504,0,0,0,0
2587,0.001077812,0,0,0,0
2588,0.001444393,0,0,0,0
2589,0.001727777,0,0,0,0
2590,0.002135583,0,0,0,0
2591,0.019802744,0,0,0,0
2592,0.019646325,0,0,0,0
2593,0.004937372,0,0,0,0
2594,0.030343761,0,0,0,0
2595,0.000411555,0,0,0,0
2596,0.003347624,0,0,0,0
2597,0.005704975,0,0,0,0
2598,0.000687249,0,0,0,0
2599,0.002291973,0,0,0,0
2600,0.003300296,0,0,0,0
2601,0.032652491,0,0,0,0
2602,0,0,0,0,0
2603,0,0,0,0,0
2604,0.003332911,0,0,0,0
2605,0.029452001,0,0,0,0
2606,0.000724055,0,0,0,0
2607,0,0,0,0,0
2608,0,0,0,0,0
2609,0.02716887,0,0,0,0
2610,5.85E-05,0,0,0,0
2611,0.000176165,0,0,0,0
2612,4.31E-05,0,0,0,0
2613,0.003710326,0,0,0,0
2614,0.002894593,0,0,0,0
2615,0.023878918,0,0,0,0
2616,0.018892387,0,0,0,0
2617,0.004456056,0,0,0,0
2618,0.027772256,0,0,0,0
2619,0.004082552,0,0,0,0
2620,0.02294394,0,0,0,0
2621,6.39E-06,0,0,0,0
2622,1.49E-06,0,0,0,0
2623,0.07788985,0,0,0,0
2624,0.002794989,0,0,0,0
2625,0.029308447,0,0,0,0
2626,0.001450951,0,0,0,0
2627,0.013984009,0,0,0,0
2628,0.00351044,0,0,0,0
2629,0.000654237,0,0,0,0
2630,0.037574622,0,0,0,0
2631,0.010544477,0,0,0,0
2632,0.008880199,0,0,0,0
2633,0.000824603,0,0,0,0
2634,6.64E-05,0,0,0,0
2635,0.000527462,0,0,0,0
2636,0.023716936,0,0,0,0
2637,0.001179924,0,0,0,0
2638,0.001917968,0,0,0,0
2639,0.006971304,0,0,0,0
2640,0.005119445,0,0,0,0
2641,0.000662132,0,0,0,0
2642,0.006798046,0,0,0,0
2643,0.001364138,0,0,0,0
2644,0.008233596,0,0,0,0
2645,0.002484138,0,0,0,0
2646,0.003463485,0,0,0,0
2647,0.064826081,0,0,0,0
2648,0.000838327,0,0,0,0
2649,0.005658198,0,0,0,0
2650,0.001610304,0,0,0,0
2651,0.005311358,0,0,0,0
2652,0.001012022,0,0,0,0
2653,0.000238445,0,0,0,0
2654,0.003978056,0,0,0,0
2655,0.002734878,0,0,0,0
2656,0.0024983,0,0,0,0
2657,0,0,0,0,0
2658,0.000519929,0,0,0,0
2659,0.000199645,0,0,0,0
2660,0.000373384,0,0,0,0
2661,0.047861926,0,0,0,0
2662,0.007164511,0,0,0,0
2663,0.006118207,0,0,0,0
2664,0.001251642,0,0,0,0
2665,0.004889592,0,0,0,0
2666,0.02634243,0,0,0,0
2667,0.004187586,0,0,0,0
2668,0.019208214,0,0,0,0
2669,0.02659351,0,0,0,0
2670,0.029246251,0,0,0,0
2671,0.002093069,0,0,0,0
2672,0.024368148,0,0,0,0
2673,0.030175451,0,0,0,0
2674,0.003498682,0,0,0,0
2675,0.027868117,0,0,0,0
2676,0.002504529,0,0,0,0
2677,0.002863853,0,0,0,0
2678,0.001371122,0,0,0,0
2679,0.001124158,0,0,0,0
2680,0.027039733,0,0,0,0
2681,0.00084166,0,0,0,0
2682,0.002344529,0,0,0,0
2683,0.007850653,0,0,0,0
2684,0.005459927,0,0,0,0
2685,0.002338389,0,0,0,0
2686,0.001800069,0,0,0,0
2687,0.001242117,0,0,0,0
2688,0.018142273,0,0,0,0
2689,0.01327902,0,0,0,0
2690,0.002477127,0,0,0,0
2691,0.002451624,0,0,0,0
2692,0.001938069,0,0,0,0
2693,0.003278743,0,0,0,0
2694,0.004215312,0,0,0,0
2695,0.000287355,0,0,0,0
2696,0.000424962,0,0,0,0
2697,0.007158935,0,0,0,0
2698,0.002069884,0,0,0,0
2699,0.017401518,0,0,0,0
2700,0.000466384,0,0,0,0
2701,0.003406818,0,0,0,0
2702,0.013273945,0,0,0,0
2703,0.023159989,0,0,0,0
2704,0.02695956,0,0,0,0
2705,0.004176466,0,0,0,0
2706,0.013313953,0,0,0,0
2707,0.018446766,0,0,0,0
2708,0.021048313,0,0,0,0
2709,0.04597366,0,0,0,0
2710,0.021413303,0,0,0,0
2711,0.011807,0,0,0,0
2712,0.005731403,0,0,0,0
2713,0.026692674,0,0,0,0
2714,0.004635204,0,0,0,0
2715,0.004510685,0,0,0,0
2716,0.026731104,0,0,0,0
2717,0.011237074,0,0,0,0
2718,0.034913718,0,0,0,0
2719,0.033910682,0,0,0,0
2720,0.041253102,0,0,0,0
2721,0.034622748,0,0,0,0
2722,0.011317886,0,0,0,0
2723,0.038954363,0,0,0,0
2724,0.023147511,0,0,0,0
2725,0.001936518,0,0,0,0
2726,0.020235793,0,0,0,0
2727,0.007822649,0,0,0,0
2728,0.00586801,0,0,0,0
2729,0.033632228,0,0,0,0
2730,0.00054538,0,0,0,0
2731,0.039043643,0,0,0,0
2732,0.003768798,0,0,0,0
2733,0.020693059,0,0,0,0
2734,0.019262232,0,0,0,0
2735,0.017106826,0,0,0,0
2736,0.003513631,0,0,0,0
2737,0.003376584,0,0,0,0
2738,0.005358916,0,0,0,0
2739,0.005198756,0,0,0,0
2740,0.028251472,0,0,0,0
2741,0.005535087,0,0,0,0
2742,0.064663153,0,0,0,0
2743,0.000646143,0,0,0,0
2744,0.002610357,0,0,0,0
2745,0.023160612,0,0,0,0
2746,0.019144395,0,0,0,0
2747,0.043890391,0,0,0,0
2748,0.009901717,0,0,0,0
2749,0.008949185,0,0,0,0
2750,0.008163912,0,0,0,0
2751,0.035613235,0,0,0,0
2752,0.040393148,0,0,0,0
2753,0.032130063,0,0,0,0
2754,0.000233298,0,0,0,0
2755,0.000595127,0,0,0,0
2756,0.003222295,0,0,0,0
2757,0.001828575,0,0,0,0
2758,0.001014998,0,0,0,0
2759,0.019802744,0,0,0,0
2760,0.019646325,0,0,0,0
2761,0.02947316,0,0,0,0
2762,0.005083216,0,0,0,0
2763,0.000411555,0,0,0,0
2764,0.003875573,0,0,0,0
2765,0.002718615,0,0,0,0
2766,0.008755776,0,0,0,0
2767,0.003499304,0,0,0,0
2768,0.001159022,0,0,0,0
2769,0.03516674,0,0,0,0
2770,0.03922086,0,0,0,0
2771,0.016153379,0,0,0,0
2772,0.000220511,0,0,0,0
2773,0.003664001,0,0,0,0
2774,0.023172713,0,0,0,0
2775,0.00578122,0,0,0,0
2776,0.001218168,0,0,0,0
2777,0,0,0,0,0
2778,0,0,0,0,0
2779,0.000158789,0,0,0,0
2780,0.000101202,0,0,0,0
2781,0.001743735,0,0,0,0
2782,0.00059446,0,0,0,0
