time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],SWGDN[unit="W m-2"]
2023-01-01T00:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T01:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T02:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T03:30:00Z,-12.826564459132445,28.274195905568945,1.728515625
2023-01-01T04:30:00Z,-12.826564459132445,28.274195905568945,64.40625
2023-01-01T05:30:00Z,-12.826564459132445,28.274195905568945,199.9375
2023-01-01T06:30:00Z,-12.826564459132445,28.274195905568945,393.625
2023-01-01T07:30:00Z,-12.826564459132445,28.274195905568945,576.25
2023-01-01T08:30:00Z,-12.826564459132445,28.274195905568945,677.0
2023-01-01T09:30:00Z,-12.826564459132445,28.274195905568945,731.0
2023-01-01T10:30:00Z,-12.826564459132445,28.274195905568945,756.0
2023-01-01T11:30:00Z,-12.826564459132445,28.274195905568945,659.0
2023-01-01T12:30:00Z,-12.826564459132445,28.274195905568945,446.25
2023-01-01T13:30:00Z,-12.826564459132445,28.274195905568945,337.5
2023-01-01T14:30:00Z,-12.826564459132445,28.274195905568945,207.5
2023-01-01T15:30:00Z,-12.826564459132445,28.274195905568945,89.0625
2023-01-01T16:30:00Z,-12.826564459132445,28.274195905568945,7.94140625
2023-01-01T17:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T18:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T19:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T20:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T21:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T22:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-01T23:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T00:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T01:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T02:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T03:30:00Z,-12.826564459132445,28.274195905568945,1.9873046875
2023-01-02T04:30:00Z,-12.826564459132445,28.274195905568945,77.875
2023-01-02T05:30:00Z,-12.826564459132445,28.274195905568945,261.0
2023-01-02T06:30:00Z,-12.826564459132445,28.274195905568945,449.25
2023-01-02T07:30:00Z,-12.826564459132445,28.274195905568945,624.0
2023-01-02T08:30:00Z,-12.826564459132445,28.274195905568945,774.0
2023-01-02T09:30:00Z,-12.826564459132445,28.274195905568945,825.25
2023-01-02T10:30:00Z,-12.826564459132445,28.274195905568945,812.0
2023-01-02T11:30:00Z,-12.826564459132445,28.274195905568945,683.75
2023-01-02T12:30:00Z,-12.826564459132445,28.274195905568945,528.25
2023-01-02T13:30:00Z,-12.826564459132445,28.274195905568945,382.75
2023-01-02T14:30:00Z,-12.826564459132445,28.274195905568945,244.0
2023-01-02T15:30:00Z,-12.826564459132445,28.274195905568945,84.65625
2023-01-02T16:30:00Z,-12.826564459132445,28.274195905568945,6.44921875
2023-01-02T17:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T18:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T19:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T20:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T21:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T22:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-02T23:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T00:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T01:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T02:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T03:30:00Z,-12.826564459132445,28.274195905568945,2.1416015625
2023-01-03T04:30:00Z,-12.826564459132445,28.274195905568945,90.59375
2023-01-03T05:30:00Z,-12.826564459132445,28.274195905568945,266.625
2023-01-03T06:30:00Z,-12.826564459132445,28.274195905568945,461.25
2023-01-03T07:30:00Z,-12.826564459132445,28.274195905568945,640.0
2023-01-03T08:30:00Z,-12.826564459132445,28.274195905568945,785.5
2023-01-03T09:30:00Z,-12.826564459132445,28.274195905568945,855.0
2023-01-03T10:30:00Z,-12.826564459132445,28.274195905568945,845.25
2023-01-03T11:30:00Z,-12.826564459132445,28.274195905568945,754.0
2023-01-03T12:30:00Z,-12.826564459132445,28.274195905568945,623.75
2023-01-03T13:30:00Z,-12.826564459132445,28.274195905568945,476.5
2023-01-03T14:30:00Z,-12.826564459132445,28.274195905568945,284.75
2023-01-03T15:30:00Z,-12.826564459132445,28.274195905568945,125.34375
2023-01-03T16:30:00Z,-12.826564459132445,28.274195905568945,9.0234375
2023-01-03T17:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T18:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T19:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T20:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T21:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T22:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-03T23:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-04T00:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-04T01:30:00Z,-12.826564459132445,28.274195905568945,0.0
2023-01-04T02:30:00Z,-12.826564459132445,28.274195905568945,0.0
