time,latitude[unit="degrees_north"],longitude[unit="degrees_east"],SWGDN[unit="W m-2"]
2023-01-01T00:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T01:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T02:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T03:30:00Z,-15.95673006579969,23.56320916490034,0.0333404541015625
2023-01-01T04:30:00Z,-15.95673006579969,23.56320916490034,32.078125
2023-01-01T05:30:00Z,-15.95673006579969,23.56320916490034,102.625
2023-01-01T06:30:00Z,-15.95673006579969,23.56320916490034,191.0625
2023-01-01T07:30:00Z,-15.95673006579969,23.56320916490034,336.375
2023-01-01T08:30:00Z,-15.95673006579969,23.56320916490034,576.5
2023-01-01T09:30:00Z,-15.95673006579969,23.56320916490034,752.75
2023-01-01T10:30:00Z,-15.95673006579969,23.56320916490034,701.75
2023-01-01T11:30:00Z,-15.95673006579969,23.56320916490034,549.0
2023-01-01T12:30:00Z,-15.95673006579969,23.56320916490034,408.125
2023-01-01T13:30:00Z,-15.95673006579969,23.56320916490034,289.75
2023-01-01T14:30:00Z,-15.95673006579969,23.56320916490034,174.5
2023-01-01T15:30:00Z,-15.95673006579969,23.56320916490034,71.6875
2023-01-01T16:30:00Z,-15.95673006579969,23.56320916490034,12.421875
2023-01-01T17:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T18:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T19:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T20:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T21:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T22:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-01T23:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T00:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T01:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T02:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T03:30:00Z,-15.95673006579969,23.56320916490034,0.0396728515625
2023-01-02T04:30:00Z,-15.95673006579969,23.56320916490034,51.34375
2023-01-02T05:30:00Z,-15.95673006579969,23.56320916490034,184.75
2023-01-02T06:30:00Z,-15.95673006579969,23.56320916490034,288.5
2023-01-02T07:30:00Z,-15.95673006579969,23.56320916490034,339.125
2023-01-02T08:30:00Z,-15.95673006579969,23.56320916490034,463.0
2023-01-02T09:30:00Z,-15.95673006579969,23.56320916490034,434.25
2023-01-02T10:30:00Z,-15.95673006579969,23.56320916490034,305.875
2023-01-02T11:30:00Z,-15.95673006579969,23.56320916490034,281.5
2023-01-02T12:30:00Z,-15.95673006579969,23.56320916490034,253.1875
2023-01-02T13:30:00Z,-15.95673006579969,23.56320916490034,204.0
2023-01-02T14:30:00Z,-15.95673006579969,23.56320916490034,150.6875
2023-01-02T15:30:00Z,-15.95673006579969,23.56320916490034,79.34375
2023-01-02T16:30:00Z,-15.95673006579969,23.56320916490034,16.0859375
2023-01-02T17:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T18:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T19:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T20:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T21:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T22:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-02T23:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T00:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T01:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T02:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T03:30:00Z,-15.95673006579969,23.56320916490034,0.02919769287109375
2023-01-03T04:30:00Z,-15.95673006579969,23.56320916490034,40.84375
2023-01-03T05:30:00Z,-15.95673006579969,23.56320916490034,154.625
2023-01-03T06:30:00Z,-15.95673006579969,23.56320916490034,280.875
2023-01-03T07:30:00Z,-15.95673006579969,23.56320916490034,394.625
2023-01-03T08:30:00Z,-15.95673006579969,23.56320916490034,485.5
2023-01-03T09:30:00Z,-15.95673006579969,23.56320916490034,572.75
2023-01-03T10:30:00Z,-15.95673006579969,23.56320916490034,666.5
2023-01-03T11:30:00Z,-15.95673006579969,23.56320916490034,742.0
2023-01-03T12:30:00Z,-15.95673006579969,23.56320916490034,755.0
2023-01-03T13:30:00Z,-15.95673006579969,23.56320916490034,586.0
2023-01-03T14:30:00Z,-15.95673006579969,23.56320916490034,407.75
2023-01-03T15:30:00Z,-15.95673006579969,23.56320916490034,218.125
2023-01-03T16:30:00Z,-15.95673006579969,23.56320916490034,50.328125
2023-01-03T17:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T18:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T19:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T20:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T21:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T22:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-03T23:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-04T00:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-04T01:30:00Z,-15.95673006579969,23.56320916490034,0.0
2023-01-04T02:30:00Z,-15.95673006579969,23.56320916490034,0.0
